lsoacode,population_21
E01003420,1483
E01003421,1600
E01003422,1457
E01003423,1661
E01003424,1540
E01003425,1504
E01003426,1743
E01003427,1967
E01003428,1528
E01003429,1663
E01003430,1656
E01003431,1697
E01003432,1719
E01003433,1640
E01003434,1535
E01003435,2138
E01003436,1754
E01003437,2038
E01003438,1828
E01003439,1591
E01003440,1673
E01003441,1902
E01003442,1705
E01003443,1619
E01003444,1625
E01003445,1831
E01003446,1973
E01003447,1589
E01003448,2287
E01003449,1900
E01003450,1804
E01003451,1944
E01003452,2216
E01003453,1875
E01003454,1328
E01003455,1666
E01003456,1610
E01003457,1612
E01003458,1711
E01003459,2170
E01003460,1408
E01003461,1476
E01003462,1411
E01003463,1503
E01003464,1403
E01003465,1326
E01003466,1731
E01003467,1748
E01003468,1793
E01003469,1662
E01003470,2037
E01003471,1719
E01003472,1314
E01003473,1476
E01003474,1343
E01003476,1314
E01003477,1579
E01003478,1886
E01034578,1095
E01034579,1872
E01034580,1535
E01034581,1499
E01003479,1557
E01003480,2036
E01003481,1469
E01003483,1651
E01003484,1783
E01003485,1701
E01003486,1210
E01003487,1345
E01003488,2004
E01003489,2987
E01003490,2012
E01003491,2033
E01003492,2040
E01003494,2083
E01003495,2090
E01003496,1341
E01003497,1683
E01003498,1868
E01003499,2442
E01003500,2031
E01003501,2369
E01003502,2655
E01003503,2885
E01003506,1432
E01003507,2277
E01003508,2514
E01003509,2072
E01003511,1903
E01003512,1965
E01003513,1560
E01003514,1668
E01003515,2127
E01003516,1917
E01003517,1915
E01003518,1645
E01003519,1621
E01003520,2007
E01003521,2187
E01003522,1858
E01003523,2471
E01003524,1943
E01003525,2086
E01003526,1898
E01003527,1863
E01003528,1335
E01003529,2427
E01003530,1882
E01003531,2276
E01003532,2358
E01003533,2375
E01003534,2364
E01003535,1868
E01003536,2131
E01003537,2147
E01003538,2144
E01003539,2531
E01003540,2054
E01003541,2032
E01003542,2224
E01003543,2338
E01003544,1833
E01003545,1725
E01003546,1781
E01003547,1985
E01003548,2261
E01003549,2137
E01003550,1785
E01003551,1856
E01003552,1588
E01003553,2014
E01003554,1906
E01003555,1896
E01003556,1965
E01003557,1975
E01003558,1710
E01003559,2365
E01003560,1706
E01003561,1710
E01003562,2113
E01003563,2628
E01003564,2370
E01003565,2109
E01003566,1951
E01003567,1954
E01003568,2600
E01003569,2475
E01003570,1936
E01003571,2256
E01003572,1682
E01003573,2332
E01003574,2596
E01003575,1663
E01003576,1819
E01003577,2376
E01003578,1967
E01003579,1971
E01003580,2024
E01003581,1790
E01003582,1617
E01003583,2101
E01003584,1932
E01003585,1630
E01003586,1826
E01003587,2494
E01003588,1559
E01003589,1821
E01003590,1599
E01003591,2251
E01003592,1892
E01003593,1555
E01003594,1794
E01003595,1799
E01003596,1712
E01003597,2199
E01003598,1874
E01003599,1646
E01003600,1635
E01003601,2212
E01003602,2191
E01003603,1939
E01003604,2286
E01003605,2100
E01003607,1885
E01003608,2015
E01003611,1980
E01003615,1712
E01003616,1849
E01003618,2236
E01003619,2473
E01003621,1652
E01003622,1807
E01003623,1752
E01003624,1691
E01003625,1678
E01003626,1689
E01003627,1525
E01003628,1671
E01003629,1913
E01003630,1937
E01003631,1858
E01003632,2438
E01003633,1869
E01003634,1799
E01003635,1846
E01003636,2189
E01003637,1888
E01033579,1859
E01033580,1389
E01033581,1936
E01033582,1425
E01033584,1715
E01033586,2098
E01034199,1817
E01034200,1573
E01034201,1434
E01034202,1657
E01034203,1361
E01034204,1977
E01034205,1565
E01034206,1720
E01034207,1516
E01034208,1927
E01034209,1443
E01034210,1534
E01034211,1427
E01034212,1911
E01034213,1773
E01034214,1552
E01034215,1494
E01034216,1707
E01034217,2017
E01034218,1836
E01034219,1860
E01034220,1188
E01034221,1784
E01034222,1480
E01034223,1334
E01034224,1739
E01034225,1500
E01034226,1403
E01034227,1558
E01034228,1309
E01034229,1414
E01034230,1209
E01034231,1299
E01003638,1886
E01003639,2246
E01003640,1910
E01003641,2054
E01003642,1819
E01003643,2287
E01003644,1685
E01003645,2762
E01003646,1900
E01003647,1992
E01003648,1560
E01003649,1682
E01003650,1783
E01003651,1539
E01003652,1600
E01003653,2168
E01003654,1688
E01003655,1552
E01003656,1538
E01003657,2154
E01003658,1718
E01003659,1803
E01003660,1737
E01003661,2221
E01003662,2111
E01003663,1978
E01003664,1872
E01003665,1767
E01003666,2866
E01003668,1714
E01003669,1553
E01003670,1516
E01003671,1508
E01003672,1691
E01003673,1902
E01003674,2381
E01003675,1724
E01003676,1938
E01003677,1808
E01003678,1673
E01003679,1746
E01003680,1649
E01003681,2049
E01003682,1847
E01003683,2185
E01003684,1881
E01003685,1922
E01003686,2027
E01003688,1842
E01003689,2230
E01003690,2162
E01003691,1612
E01003692,1652
E01003693,1687
E01003694,1471
E01003695,1513
E01003696,1759
E01003697,1732
E01003698,1513
E01003699,1559
E01003700,2565
E01003701,2017
E01003702,2262
E01003703,2636
E01003704,2018
E01003705,2406
E01003706,1720
E01003707,1539
E01003708,2053
E01003709,1776
E01003710,1506
E01003711,1913
E01003712,1517
E01003713,1875
E01003714,2412
E01003715,2187
E01003716,1822
E01003718,2015
E01003719,2396
E01003720,1923
E01003721,1913
E01003722,2366
E01003723,1977
E01003724,1478
E01003725,1747
E01003726,2506
E01003727,1772
E01003729,1748
E01003730,1842
E01003731,1382
E01003732,1829
E01003733,1844
E01003734,1845
E01003735,2108
E01003736,2020
E01003737,2937
E01003738,2381
E01003739,2386
E01003740,2236
E01003741,2047
E01003742,2398
E01003743,1870
E01003744,1464
E01003745,1417
E01003746,1613
E01003747,1383
E01003748,1641
E01003749,1767
E01003750,1934
E01003751,2280
E01003752,2781
E01003753,1986
E01003754,1723
E01003755,2374
E01003756,2499
E01003757,2169
E01003759,1586
E01003760,1910
E01003761,1847
E01003762,1730
E01003763,2017
E01003764,2110
E01003765,1972
E01003766,2158
E01003767,2225
E01003768,1884
E01003769,1898
E01003770,2864
E01003771,1825
E01003772,1799
E01003773,1829
E01003774,1961
E01003775,1658
E01003776,1713
E01003777,1793
E01003778,1944
E01003779,1637
E01003780,1565
E01003781,2007
E01003782,1729
E01003783,2549
E01003784,2026
E01003785,2055
E01003786,1619
E01003787,1672
E01003788,1854
E01003789,1420
E01003790,1528
E01003791,1533
E01003792,1408
E01003793,1584
E01003794,1537
E01003795,1260
E01003796,1587
E01032581,1941
E01033589,1930
E01033590,1220
E01033591,2989
E01033592,2001
E01034480,1317
E01034481,1715
E01034482,1077
E01034483,1401
E01034484,1701
E01003797,1417
E01003798,1394
E01003799,1611
E01003800,1508
E01003801,1267
E01003802,1397
E01003803,1561
E01003804,1894
E01003805,1754
E01003806,1462
E01003807,1985
E01003808,1853
E01003809,1736
E01003810,1606
E01003811,1831
E01003812,1845
E01003813,1602
E01003814,1789
E01003815,2024
E01003816,1713
E01003817,1973
E01003818,1648
E01003819,1779
E01003820,2040
E01003821,1687
E01003822,1475
E01003823,1683
E01003824,1619
E01003825,1757
E01003826,1778
E01003827,1954
E01003828,1540
E01003829,1665
E01003830,1891
E01003831,1705
E01003832,1520
E01003833,1469
E01003834,1587
E01003835,1615
E01003836,1362
E01003837,2096
E01003838,1771
E01003839,2256
E01003840,1816
E01003841,2133
E01003842,1716
E01003843,2203
E01003844,1480
E01003845,1741
E01003846,1695
E01003847,1671
E01003848,1901
E01003849,1534
E01003851,1586
E01003852,1363
E01003853,1414
E01003854,1425
E01003855,1933
E01003856,1684
E01003857,1877
E01003858,1664
E01003859,1611
E01003860,1728
E01003861,1968
E01003862,1951
E01003863,1425
E01003864,1458
E01003865,1447
E01003866,1686
E01003867,1600
E01003868,1597
E01003869,1653
E01003870,2090
E01003871,1743
E01003872,1564
E01003873,1660
E01003874,1537
E01003875,1688
E01003876,1877
E01003877,1456
E01003878,1478
E01003879,1428
E01003880,1549
E01003881,1826
E01003882,1984
E01003883,2005
E01003884,1751
E01003885,1532
E01003886,1626
E01003887,1799
E01003888,2065
E01003889,1629
E01003890,1627
E01003891,1771
E01003892,2108
E01003893,1625
E01003894,1632
E01003895,1739
E01003896,1914
E01003897,1966
E01003898,1724
E01003899,1477
E01003900,1698
E01003901,1812
E01003902,1386
E01003903,1662
E01003904,1611
E01003905,1307
E01003906,1709
E01003907,1693
E01003908,1798
E01003909,1638
E01003910,1660
E01033570,1897
E01033571,1495
E01003911,2110
E01003912,1953
E01003913,2075
E01003914,1862
E01003915,1854
E01003916,2409
E01003917,1891
E01003918,1491
E01003919,1551
E01003920,2070
E01003921,1897
E01003922,2248
E01003923,1635
E01003924,2114
E01003925,1993
E01003926,1412
E01003929,1981
E01003930,1966
E01003932,1534
E01003933,2374
E01003934,1998
E01003935,1291
E01003936,1639
E01003937,1503
E01003938,1833
E01003939,1962
E01003940,1566
E01003941,1964
E01003942,1899
E01003943,1494
E01003945,1787
E01003946,1896
E01003947,1601
E01003948,1748
E01003949,1884
E01003950,1990
E01003951,1508
E01003952,1644
E01003953,1996
E01003954,1627
E01003955,1838
E01003956,1837
E01003957,1814
E01003958,1960
E01003960,1788
E01003961,2064
E01003963,1704
E01003966,2167
E01003969,2388
E01003971,1432
E01003972,1446
E01003973,1653
E01003975,1788
E01003976,2354
E01003977,1872
E01003979,2049
E01003980,2013
E01003981,1514
E01003983,1888
E01003984,2314
E01003986,1546
E01003987,1835
E01003988,2052
E01003989,2248
E01003990,2319
E01003991,1290
E01003992,1578
E01003993,2021
E01003994,1825
E01003995,1352
E01003997,1275
E01003998,1393
E01003999,1455
E01004000,1972
E01004001,1780
E01004002,1683
E01004003,1834
E01004004,2612
E01004005,2323
E01004006,1864
E01004007,1439
E01004008,2105
E01004010,1491
E01004011,2090
E01004012,2354
E01004013,1688
E01004014,2172
E01004015,1807
E01004016,2560
E01004017,1651
E01004018,1897
E01004019,2111
E01004020,1736
E01004021,2065
E01004023,1635
E01004024,2027
E01004028,2379
E01004029,1950
E01004030,1528
E01004031,2610
E01004032,1469
E01004033,2422
E01004034,1557
E01004035,1484
E01004036,2109
E01004037,2008
E01004038,2326
E01004039,1557
E01004040,1899
E01004041,1616
E01004042,1992
E01004043,1363
E01004044,1429
E01004045,1577
E01004046,1541
E01004047,1630
E01004048,1612
E01004049,1340
E01004050,1411
E01004051,1301
E01004052,1763
E01004053,1846
E01004054,1525
E01004055,1308
E01004056,2359
E01004057,2188
E01004058,1680
E01004059,2050
E01004060,1956
E01004061,1617
E01004062,2178
E01004063,1917
E01004064,1927
E01004065,1480
E01004066,2104
E01004067,2212
E01004068,1943
E01004069,1319
E01004070,1942
E01004071,1525
E01004072,1676
E01004073,1862
E01004074,1751
E01004075,1733
E01032583,2052
E01032584,1335
E01032637,1024
E01032638,1066
E01032639,1910
E01032640,1005
E01032646,1481
E01032719,1452
E01032803,1461
E01032834,974
E01033867,1551
E01033868,1398
E01033869,1468
E01033870,1719
E01033871,1528
E01033872,1240
E01033873,1731
E01033874,1143
E01033875,1287
E01033876,1200
E01033877,1525
E01033878,1080
E01033879,2552
E01033880,2110
E01033881,1901
E01033882,1392
E01033883,1595
E01033884,1083
E01033885,1310
E01004076,1628
E01004077,1640
E01004078,1755
E01004079,1372
E01004080,1406
E01004081,1686
E01004082,1380
E01004083,1526
E01004084,1463
E01004085,1614
E01004086,2018
E01004087,1565
E01004088,1971
E01004089,1353
E01004090,1341
E01004091,1276
E01004092,1474
E01004093,1719
E01004094,1825
E01004095,1530
E01004096,1557
E01004097,1623
E01004098,1314
E01004099,1612
E01004100,1536
E01004101,1423
E01004102,1501
E01004103,1759
E01004104,1588
E01004105,1854
E01004106,1618
E01004107,1611
E01004108,1959
E01004109,1703
E01004110,2016
E01004111,1679
E01004112,1684
E01004114,1786
E01004115,1843
E01004116,1633
E01004117,1423
E01004118,1821
E01004119,1462
E01004120,1556
E01004121,1562
E01004122,1390
E01004123,2296
E01004124,1986
E01004125,1591
E01004126,1560
E01004127,1876
E01004128,1448
E01004129,1883
E01004130,1786
E01004131,1938
E01004132,1500
E01004133,1594
E01004134,1628
E01004135,1465
E01004136,1542
E01004137,2568
E01004138,1794
E01004139,1542
E01004140,1868
E01004141,1826
E01004143,1492
E01004144,1793
E01004145,2312
E01004146,1991
E01004147,1578
E01004148,1797
E01004149,1827
E01004150,1979
E01004151,1936
E01004152,1773
E01004153,1938
E01004154,1480
E01004155,1922
E01004156,2004
E01004157,1269
E01004158,1632
E01004159,1647
E01004160,1636
E01004161,1515
E01004162,1662
E01004163,1730
E01004164,1463
E01004165,1785
E01004166,1540
E01004167,1615
E01004168,1630
E01004169,1799
E01004170,2204
E01004171,1604
E01004172,1971
E01004173,1356
E01004174,1581
E01004175,1734
E01004176,1503
E01004177,1817
E01004178,2405
E01004179,1625
E01004180,1796
E01004181,1754
E01004182,1793
E01004183,1745
E01004184,1685
E01004185,2132
E01004186,1720
E01004187,1689
E01004189,2106
E01004190,1353
E01004191,1901
E01004192,1865
E01004193,2916
E01004194,1575
E01004195,1668
E01004196,1594
E01032623,1778
E01034153,1392
E01034154,1481
E01034155,2030
E01034156,1353
E01004198,1537
E01004199,1733
E01004200,1500
E01004201,1692
E01004202,2063
E01004203,1816
E01004204,1907
E01004205,2251
E01004206,1448
E01004207,1423
E01004208,1977
E01004209,1401
E01004211,1615
E01004212,2254
E01004214,1658
E01004216,1824
E01004217,2162
E01004218,1935
E01004219,2764
E01004221,1954
E01004222,2770
E01004223,2285
E01004226,2426
E01004228,2061
E01004229,1440
E01004230,2238
E01004231,1638
E01004232,1793
E01004233,2212
E01004234,2572
E01004235,1328
E01004236,1553
E01004237,1535
E01004239,1805
E01004240,1756
E01004241,1716
E01004243,1558
E01004244,2104
E01004245,3004
E01004247,2692
E01004248,1880
E01004249,2452
E01004251,2586
E01004255,1609
E01004256,1718
E01004257,2247
E01004258,1504
E01004259,1752
E01004260,1788
E01004263,1427
E01004264,1456
E01004266,1431
E01004267,2215
E01004268,1757
E01004270,2402
E01004271,2469
E01004272,2672
E01004274,1963
E01004275,2541
E01004276,2044
E01004277,1578
E01004280,1996
E01004281,2002
E01004283,2215
E01004286,2549
E01004287,2332
E01004288,1895
E01004289,1997
E01004290,2028
E01004291,1920
E01004292,1687
E01004293,2031
E01004295,2056
E01004296,2480
E01004297,1929
E01004298,1659
E01004300,1417
E01004301,1415
E01004302,1650
E01004303,2915
E01004304,2183
E01004305,1950
E01004306,1871
E01004307,2385
E01004308,1454
E01004309,2843
E01004310,2028
E01004311,1867
E01004312,1539
E01004313,2112
E01004315,1617
E01004316,1010
E01004319,2540
E01004321,2247
E01004322,1376
E01004323,1651
E01004324,1627
E01004326,1888
E01032764,2386
E01032765,1770
E01032767,1554
E01032768,1298
E01032769,1324
E01032770,2112
E01032771,1540
E01032772,2414
E01032774,1759
E01032775,1184
E01032776,2069
E01032777,1252
E01032779,1397
E01032780,2044
E01032781,1675
E01032782,2244
E01032783,1323
E01032784,1723
E01032785,2517
E01032786,1647
E01032787,2516
E01035657,1027
E01035658,1297
E01035659,1600
E01035660,1441
E01035661,1639
E01035662,1090
E01035663,1349
E01035664,2567
E01035665,1436
E01035666,1927
E01035667,1996
E01035668,2071
E01035669,1347
E01035670,4380
E01035671,2173
E01035672,3012
E01035673,1095
E01035674,1378
E01035675,1805
E01035676,1592
E01035677,1503
E01035678,1932
E01035679,1607
E01035680,1839
E01035681,2056
E01035682,1466
E01035683,1841
E01035684,1582
E01035685,1521
E01035686,1495
E01035687,1733
E01035688,1687
E01035689,1618
E01035690,2022
E01035691,1901
E01035692,1416
E01035693,1556
E01035694,2185
E01035695,1651
E01035696,1142
E01035697,1683
E01035698,998
E01035699,1725
E01035700,1140
E01035701,1144
E01035702,1475
E01035703,1098
E01035704,1746
E01035705,1436
E01035706,1295
E01004327,1460
E01004328,1870
E01004329,1795
E01004330,1642
E01004331,1635
E01004332,1938
E01004333,1655
E01004334,1843
E01004335,1711
E01004336,1594
E01004337,1734
E01004338,2000
E01004339,1841
E01004340,1884
E01004341,1969
E01004342,2093
E01004343,1852
E01004344,1909
E01004345,1806
E01004346,1767
E01004347,2173
E01004348,2929
E01004349,1540
E01004350,1968
E01004351,1638
E01004352,1917
E01004353,1831
E01004354,1995
E01004355,1697
E01004356,1713
E01004357,1596
E01004358,1943
E01004359,1710
E01004360,1334
E01004361,1401
E01004362,1626
E01004363,1688
E01004364,1969
E01004365,2497
E01004366,1957
E01004367,1599
E01004368,2438
E01004369,1721
E01004370,2065
E01004371,1672
E01004372,1612
E01004373,1820
E01004374,1945
E01004375,1911
E01004376,1876
E01004377,1872
E01004378,1889
E01004379,1952
E01004380,1777
E01004381,1965
E01004382,1775
E01004383,1691
E01004384,2004
E01004385,1555
E01004386,1769
E01004387,1462
E01004388,1678
E01004389,1720
E01004390,1600
E01004391,2324
E01004392,2573
E01004393,1661
E01004394,2004
E01004395,1653
E01004396,2013
E01004397,2896
E01004398,2035
E01004399,1896
E01004400,1923
E01004401,2335
E01004402,1859
E01004403,2550
E01004404,2861
E01004405,1726
E01004406,1857
E01004407,1584
E01004408,1716
E01004409,1786
E01004410,1887
E01004411,1958
E01004412,1772
E01004413,1536
E01004414,1804
E01004415,1633
E01004416,1814
E01004417,1918
E01004418,1772
E01004419,2669
E01004420,2237
E01004421,2177
E01004422,2628
E01004423,2079
E01004424,2084
E01004425,1960
E01004426,1853
E01004427,1979
E01004428,2097
E01004429,1822
E01004430,2671
E01004432,1903
E01004434,2113
E01004435,2142
E01004436,1514
E01004437,1779
E01004438,2117
E01004439,1633
E01004440,2058
E01004441,1517
E01004442,1526
E01004443,2236
E01004444,2785
E01004445,2073
E01004446,2664
E01004447,1841
E01004448,1937
E01004449,1890
E01004450,1735
E01004451,1862
E01004452,1890
E01004453,1830
E01004454,1967
E01004455,1799
E01004456,1700
E01004457,1905
E01004458,2070
E01004459,1663
E01004460,2009
E01004462,2366
E01004463,2065
E01004464,1734
E01004465,1626
E01004466,1725
E01004467,2369
E01004468,1814
E01004469,1944
E01004470,1662
E01004471,1789
E01034485,2015
E01034486,1611
E01034487,1241
E01034488,1938
E01004472,1781
E01004473,1782
E01004474,1992
E01004475,1490
E01004476,1848
E01004477,1651
E01004478,1554
E01004479,1521
E01004480,1706
E01004481,1641
E01004482,1556
E01004483,2102
E01004484,1511
E01004485,1705
E01004486,1459
E01004487,1497
E01004488,1307
E01004489,1349
E01004490,1562
E01004491,2496
E01004492,1704
E01004493,1916
E01004494,1804
E01004495,1623
E01004496,1903
E01004497,1521
E01004498,1669
E01004499,1564
E01004500,1932
E01004501,1543
E01004502,1650
E01004503,1729
E01004504,1537
E01004505,1626
E01004506,2201
E01004507,2573
E01004508,2015
E01004510,1820
E01004511,1596
E01004512,1420
E01004513,1941
E01004514,1843
E01004515,1715
E01004516,1793
E01004517,2228
E01004518,1755
E01004519,1773
E01004520,1438
E01004521,2015
E01004522,1755
E01004523,1679
E01004524,1863
E01004525,1933
E01004526,1790
E01004527,1712
E01004528,1656
E01004529,2075
E01004530,1763
E01004531,1745
E01004532,1469
E01004533,1419
E01004534,1910
E01004535,1860
E01004536,2387
E01004537,2071
E01004538,2511
E01004539,2093
E01004540,2255
E01004541,1731
E01004542,1574
E01004543,1751
E01004544,1582
E01004545,1928
E01004546,1515
E01004547,1452
E01004548,2048
E01004549,1685
E01004550,1375
E01004551,1551
E01004552,1964
E01004553,1779
E01004554,1677
E01004555,1715
E01004556,1642
E01004557,1691
E01004558,1835
E01004559,1461
E01004560,1917
E01004563,2165
E01004564,1868
E01004565,1678
E01004566,1683
E01004567,2369
E01004568,1785
E01004569,2401
E01004570,2000
E01004571,1824
E01004572,1731
E01004573,1666
E01004574,2085
E01004575,1938
E01004576,1616
E01004577,1893
E01004579,1907
E01004580,2142
E01004581,1792
E01004582,2224
E01004583,1745
E01004584,1762
E01004585,1827
E01004586,1902
E01004587,1840
E01004588,2030
E01004589,1823
E01004590,1878
E01004591,1894
E01004592,1656
E01004593,1948
E01004594,1704
E01004595,1805
E01004596,1611
E01004597,1875
E01004598,2150
E01004599,1550
E01004601,2510
E01004602,1631
E01004604,1573
E01004605,1853
E01004606,1656
E01004607,1608
E01004608,1648
E01004609,2194
E01004610,1986
E01004611,1575
E01004612,1639
E01004613,1719
E01004614,1963
E01004615,1621
E01004616,1897
E01004617,1915
E01004618,1533
E01004619,1339
E01004620,1719
E01004621,1761
E01004622,1860
E01004623,1771
E01004624,1591
E01004625,1347
E01004626,1854
E01004627,1584
E01004628,2315
E01004629,1604
E01004630,1774
E01004631,1866
E01004632,1537
E01004633,1677
E01004634,1484
E01004635,1641
E01004636,1472
E01004637,1406
E01004638,1397
E01004639,1728
E01004640,1710
E01004641,1865
E01004642,2104
E01004643,2384
E01004644,2563
E01004645,2141
E01033098,1692
E01033099,1883
E01033100,1867
E01033132,2023
E01033133,1159
E01033135,1195
E01035488,1473
E01035489,1297
E01035490,1719
E01035491,1211
E01035492,1664
E01035493,1654
E01035494,1753
E01035495,1332
E01035496,1243
E01035497,1500
E01035498,1202
E01035499,1604
E01004646,1696
E01004647,1421
E01004648,2332
E01004649,1443
E01004650,1844
E01004651,1795
E01004652,1629
E01004653,1964
E01004654,2475
E01004656,1955
E01004657,1231
E01004658,1548
E01004659,1633
E01004660,1417
E01004661,2014
E01004662,1322
E01004663,1447
E01004665,1462
E01004668,1442
E01004669,1708
E01004670,2720
E01004674,1904
E01004675,2395
E01004676,1499
E01004677,1705
E01004678,1991
E01004679,1966
E01004680,1235
E01004681,1865
E01004682,1292
E01004683,1487
E01004684,1380
E01004686,1401
E01004687,1345
E01004690,1046
E01004691,1207
E01004692,1054
E01004693,1206
E01004694,1480
E01004695,1056
E01004696,1438
E01004697,1333
E01004698,1321
E01004699,1745
E01004700,1490
E01004701,1545
E01004702,2831
E01004703,1997
E01004705,1257
E01004706,1469
E01004707,1883
E01004708,1553
E01004709,1733
E01004710,2006
E01004711,1978
E01004712,1494
E01004713,1307
E01004714,1667
E01004715,1854
E01004716,1049
E01004717,1274
E01004718,1820
E01004719,1826
E01004720,2289
E01004721,1893
E01004722,2724
E01004723,2228
E01004724,1930
E01004725,1299
E01004726,1708
E01004727,1548
E01004728,1480
E01004729,1507
E01004730,1471
E01004731,1996
E01004732,1313
E01004733,2116
E01004734,1699
E01004735,2044
E01004736,1547
E01004737,1239
E01004740,1356
E01004741,1312
E01004742,1301
E01004743,1463
E01004744,1465
E01004746,1256
E01004747,2188
E01004748,1234
E01004749,2199
E01004750,1634
E01004751,1749
E01004752,1365
E01004753,1761
E01004754,1943
E01004755,2470
E01004756,1486
E01004757,1697
E01004760,1700
E01004761,1217
E01004762,1579
E01004763,2031
E01004765,1862
E01032512,2385
E01032513,1216
E01033593,1721
E01033594,1514
E01033597,1003
E01033598,1383
E01033599,1289
E01033601,2024
E01033602,1504
E01033603,1257
E01033604,1192
E01033605,1662
E01035715,2788
E01035716,2201
E01035717,1902
E01035718,2659
E01035719,1269
E01035720,1229
E01035721,2336
E01035722,2044
W01000003,2458
W01000004,1267
W01000005,1624
W01000006,1547
W01000007,1749
W01000008,1474
W01000009,1878
W01000010,1787
W01000011,995
W01000012,1679
W01000013,2172
W01000014,2227
W01000015,1485
W01000016,1161
W01000017,1709
W01000018,1189
W01000019,1331
W01000021,2273
W01000022,1601
W01000023,1601
W01000024,1396
W01000025,2186
W01000026,1207
W01000027,1832
W01000028,1976
W01000029,1621
W01000030,2342
W01000031,1532
W01000033,1592
W01000034,1433
W01000035,1796
W01000036,1116
W01000037,1177
W01000038,2221
W01000040,1041
W01000041,1603
W01000042,2040
W01000044,1102
W01002005,2249
W01002007,2196
W01002008,2072
W01000047,1236
W01000050,1447
W01000051,2004
W01000052,1101
W01000053,1177
W01000054,1016
W01000056,1736
W01000057,1383
W01000059,2098
W01000060,1248
W01000061,1706
W01000062,1909
W01000063,1888
W01000064,1987
W01000065,1009
W01000066,1202
W01000067,1169
W01000068,1410
W01000070,1326
W01000071,2280
W01000072,1656
W01000073,1657
W01000074,1805
W01000075,1430
W01000076,1263
W01000077,1159
W01000078,1567
W01000080,1439
W01000081,1988
W01000082,1114
W01000083,1336
W01000084,1075
W01000085,1908
W01000086,2172
W01000087,1844
W01000088,2118
W01000089,1922
W01000090,1331
W01000091,1086
W01000092,2951
W01000093,2274
W01000094,1208
W01000095,1288
W01000096,1288
W01000097,1100
W01000098,2572
W01000099,1668
W01000100,1080
W01000101,1366
W01000102,1902
W01000103,1135
W01000104,1751
W01000105,1707
W01000106,1511
W01000107,1172
W01000108,2085
W01000109,1855
W01000110,1595
W01000111,1577
W01000112,1976
W01000113,1876
W01000114,1399
W01000115,2133
W01000116,1644
W01000117,1485
W01000118,1692
W01000119,2332
W01001932,2738
W01001933,1923
W01002003,2396
W01002004,2191
W01000121,1165
W01000122,1967
W01000123,1762
W01000124,1928
W01000125,1544
W01000126,1678
W01000127,1358
W01000128,1470
W01000129,1171
W01000130,1419
W01000131,1675
W01000132,1524
W01000133,1795
W01000134,2026
W01000135,1965
W01000136,1736
W01000137,1537
W01000138,1946
W01000139,1600
W01000140,1779
W01000141,1539
W01000142,1528
W01000143,1577
W01000144,1653
W01000145,1321
W01000146,2023
W01000147,1509
W01000148,1082
W01000149,1467
W01000150,1483
W01000151,1535
W01000152,1440
W01000153,1561
W01000154,1401
W01000155,1424
W01000156,1484
W01000157,1405
W01000158,1555
W01000159,1439
W01000162,1841
W01000163,1373
W01000164,1368
W01000165,1893
W01000166,2772
W01000167,1983
W01000168,1828
W01000169,1775
W01000170,1806
W01000171,1518
W01000172,1238
W01000173,1501
W01000174,1612
W01000175,1532
W01000176,1652
W01000177,1435
W01000178,2020
W01000179,2001
W01000180,1512
W01000181,1451
W01000182,2058
W01000183,1451
W01000184,2248
W01000185,1263
W01000186,1581
W01000187,1507
W01000188,1585
W01000189,1483
W01000190,1415
W01001926,2120
W01001927,1402
W01001928,1093
W01000191,2092
W01000192,1024
W01000193,1262
W01000194,1919
W01000195,1419
W01000196,1415
W01000197,1689
W01000198,1346
W01000199,1688
W01000200,1266
W01000201,1724
W01000202,1652
W01000203,2434
W01000204,1457
W01000205,1246
W01000206,2268
W01000207,2361
W01000208,1277
W01000209,1408
W01000210,1328
W01000211,1841
W01000212,2192
W01000213,1319
W01000214,1173
W01000215,1464
W01000216,1325
W01000217,2018
W01000218,1579
W01000219,2690
W01000220,1627
W01000221,1382
W01000222,1762
W01000223,1278
W01000224,1532
W01000225,1436
W01000226,1527
W01000227,1460
W01000228,1604
W01000229,1490
W01000230,1949
W01000231,1319
W01000232,1615
W01000233,1342
W01000234,2319
W01000235,1316
W01000236,1990
W01000237,1801
W01000238,1823
W01000239,1733
W01000240,1690
W01000241,1498
W01000242,1990
W01000243,2129
W01000244,1601
W01000245,1828
W01000246,1654
W01000247,1806
W01000248,1670
W01000249,1196
W01000250,1411
W01000251,1560
W01000252,1652
W01000253,1852
W01000254,2109
W01000255,2310
W01000256,1562
W01000257,2730
W01000258,2091
W01000259,1653
W01000260,1725
W01000261,1416
W01000262,1388
W01000263,1340
W01000264,1708
W01000265,1480
W01000266,1625
W01000267,2049
W01000268,1632
W01000269,1557
W01000270,1250
W01000271,1245
W01000272,1823
W01000273,1554
W01000274,1913
W01000275,1141
W01000276,1238
W01000277,1374
W01000278,1467
W01000279,1175
W01000280,1755
W01000281,1176
W01000282,1596
W01000283,2370
W01000284,1759
W01000285,1572
W01000286,2156
W01000287,1889
W01000288,2133
W01000289,1333
W01000290,1260
W01000291,1336
W01000292,1454
W01000293,2737
W01000294,1882
W01000295,1614
W01000296,1523
W01000297,1256
W01000298,1468
W01000299,1895
W01000300,1618
W01000301,1731
W01000302,1918
W01000303,1732
W01000304,2057
W01000305,1956
W01000306,2429
W01000307,1446
W01000308,1179
W01000309,2149
W01000310,1890
