lsoacode,population_21
E01006042,1658
E01006043,1435
E01006044,1506
E01006045,1257
E01006046,1551
E01006047,1341
E01006048,1618
E01006049,1561
E01006050,1852
E01006051,1632
E01006052,1563
E01006053,1957
E01006054,1858
E01006055,1505
E01006056,1280
E01006057,1502
E01006058,2050
E01006059,1418
E01006060,1490
E01006061,2447
E01006062,1957
E01006063,1388
E01006064,1742
E01006065,1456
E01006066,1429
E01006067,1868
E01006068,1555
E01006069,1706
E01006070,1379
E01006071,1689
E01006072,1617
E01006073,2038
E01033949,1166
E01033950,1369
E01006074,1688
E01006075,2148
E01006076,1700
E01006077,1661
E01006078,2116
E01006079,2596
E01006080,2006
E01006081,1405
E01006082,1503
E01006083,1272
E01006084,1738
E01006085,1525
E01006086,1689
E01006087,1474
E01006088,1596
E01006089,1999
E01006090,2312
E01006091,2957
E01006092,1334
E01006093,1534
E01006094,1661
E01006095,1661
E01006096,1648
E01006097,1786
E01006098,1335
E01006099,1326
E01006100,1476
E01006101,1488
E01006102,1392
E01006103,1709
E01006104,1675
E01006105,1764
E01006106,1458
E01006107,1590
E01006108,1618
E01006109,1137
E01006110,1883
E01006111,1785
E01006112,2102
E01006113,1616
E01006114,1727
E01006115,1525
E01006116,1353
E01006117,1685
E01006118,1465
E01006119,1674
E01006120,1417
E01006121,1469
E01006122,1830
E01006123,1668
E01006124,1497
E01006125,1522
E01006126,1870
E01006127,1533
E01006128,1917
E01006129,1395
E01006130,1781
E01006131,1527
E01006132,1554
E01006133,1439
E01006134,1514
E01006135,1765
E01006136,1712
E01006137,1438
E01006138,1938
E01006139,1812
E01006140,1692
E01006141,1802
E01006142,1711
E01006143,1664
E01006144,1374
E01006145,2068
E01006146,1820
E01006147,1436
E01006148,1730
E01006149,1562
E01006150,1926
E01006151,1601
E01006152,1616
E01006153,1622
E01006154,1614
E01006155,1746
E01006156,1663
E01006157,1703
E01006158,1720
E01006159,1878
E01006160,2154
E01006161,2136
E01006162,1604
E01006163,1829
E01006164,1803
E01006165,2011
E01006166,1637
E01006167,1556
E01006168,1812
E01006169,1657
E01006170,1612
E01006171,1776
E01006172,1496
E01006173,1543
E01006174,1782
E01006175,1767
E01006176,1719
E01006177,1630
E01006178,1822
E01006179,1811
E01006180,1859
E01006181,1722
E01006182,1599
E01006183,1746
E01006184,1692
E01006186,2169
E01006187,2588
E01006188,1968
E01006189,2325
E01006190,1707
E01006191,1708
E01006192,1541
E01006193,1581
E01006194,2449
E01006195,1809
E01006196,1717
E01006197,1495
E01006198,1433
E01006199,1563
E01006200,1490
E01006201,1446
E01006202,1298
E01006203,1352
E01006204,1618
E01006205,1371
E01006206,1876
E01006207,1764
E01006208,1547
E01006209,1644
E01006210,1577
E01006211,1597
E01034000,1230
E01034001,1610
E01006212,1374
E01006213,1524
E01006214,1373
E01006215,1727
E01006216,2190
E01006217,2390
E01006218,2460
E01006219,1189
E01006220,1755
E01006221,1576
E01006222,1567
E01006223,1555
E01006224,1460
E01006225,1557
E01006226,1707
E01006227,1621
E01006228,1658
E01006229,1405
E01006230,2190
E01006231,1490
E01006232,2029
E01006233,1391
E01006234,1134
E01006235,1513
E01006236,1553
E01006237,1937
E01006238,1526
E01006239,2084
E01006240,1555
E01006241,2578
E01006242,1966
E01006243,2126
E01006244,1673
E01006245,2647
E01006246,1513
E01006247,1292
E01006248,2283
E01006249,1664
E01006250,2159
E01006251,1568
E01006252,1425
E01006253,1475
E01006254,1620
E01006255,1468
E01006256,1699
E01006257,1189
E01006258,1599
E01006259,1317
E01006260,1535
E01006261,1450
E01006262,1710
E01006263,1471
E01006264,1237
E01006265,1356
E01006266,1378
E01006267,1587
E01006268,1640
E01006269,1747
E01006270,1420
E01006271,1677
E01006272,1666
E01006273,1485
E01006274,1520
E01006275,1576
E01006276,2164
E01006277,1884
E01006278,1611
E01006279,1549
E01006280,1458
E01006281,1945
E01006282,1897
E01006283,1580
E01006284,1574
E01006285,1920
E01006286,1567
E01006287,1152
E01006288,1842
E01006289,1674
E01006290,1375
E01006291,1464
E01006292,1518
E01006293,1670
E01006294,1945
E01006295,1588
E01006296,1492
E01006297,1592
E01006298,1423
E01006299,1950
E01006300,1362
E01006301,1474
E01006302,1830
E01006303,1620
E01006304,1505
E01006305,1711
E01006306,1485
E01006307,1389
E01006308,1597
E01006309,1685
E01006310,1572
E01006311,1541
E01006312,1368
E01006313,1441
E01006314,1730
E01006315,1483
E01006316,2027
E01006317,1554
E01006318,1442
E01006319,1531
E01006320,1234
E01006321,1612
E01006322,2115
E01006323,1565
E01006324,1280
E01006325,1504
E01006326,1388
E01006327,2572
E01006328,1525
E01006329,1646
E01006330,1540
E01006331,1501
E01006332,2011
E01006333,2124
E01006334,2095
E01006335,1608
E01006336,1678
E01006337,1503
E01006338,1667
E01006339,1266
E01006340,1913
E01006341,1653
E01006342,1554
E01006343,1644
E01006344,1425
E01006345,1586
E01006346,2077
E01006347,1518
E01006348,2666
E01006349,2033
E01006350,1858
E01006351,2004
E01006352,2039
E01006353,1485
E01006354,1441
E01006355,1440
E01006356,1442
E01006357,1830
E01006358,2153
E01006359,1411
E01006360,1689
E01006361,1649
E01006362,1689
E01006363,1514
E01006364,1840
E01006365,2269
E01006366,1823
E01006367,1831
E01006368,1876
E01006369,2046
E01006370,1902
E01006371,1479
E01006372,1607
E01006373,1437
E01006374,1461
E01006375,1672
E01006376,1768
E01006377,1535
E01006378,1285
E01006379,1563
E01006380,2746
E01006381,2067
E01006382,1280
E01006383,1587
E01006384,1303
E01006385,1453
E01006386,1582
E01006387,1318
E01006388,1837
E01006389,1269
E01006390,1605
E01006391,1543
E01006392,1445
E01006393,1384
E01006394,1535
E01006395,2646
E01006396,1465
E01006397,1058
E01006398,1013
E01006399,1601
E01006400,1982
E01006401,1344
E01006402,1119
E01006403,1641
E01006404,1773
E01006405,1732
E01006406,1393
E01006407,1452
E01006408,1725
E01006409,1282
E01006410,1261
E01006411,1427
E01006412,1574
E01006413,1389
E01006414,1411
E01006415,2005
E01006416,1493
E01006417,1269
E01006418,1311
E01006419,1400
E01006420,2405
E01006421,1080
E01006422,1209
E01006423,1317
E01006424,1931
E01006425,1285
E01006426,1375
E01006427,1434
E01006428,1552
E01006429,1122
E01006430,1517
E01006431,1859
E01006432,1587
E01006433,1574
E01006434,1524
E01006435,1507
E01006436,1461
E01006437,1430
E01006438,1151
E01006439,1633
E01006440,1413
E01006442,1491
E01006443,1454
E01006444,1413
E01006445,1265
E01006446,1451
E01006447,1387
E01006448,2165
E01006449,1642
E01006450,1708
E01006451,1442
E01006452,1399
E01006453,1159
E01006454,1561
E01006455,1808
E01006456,1538
E01006457,1292
E01006458,1564
E01006459,1626
E01006460,1538
E01006461,1444
E01006462,1705
E01006464,2721
E01006465,1601
E01006466,1501
E01006467,1302
E01006470,1442
E01006471,1481
E01006472,1506
E01006473,1633
E01006474,1965
E01006475,1450
E01006476,1408
E01006477,1449
E01006478,1861
E01006479,1456
E01006480,1448
E01006481,1368
E01006482,1517
E01006483,1461
E01006484,1289
E01006485,1875
E01006486,1129
E01006487,1482
E01006488,2499
E01006489,1341
E01006490,2668
E01006491,2016
E01006492,1294
E01006493,1870
E01006494,1795
E01006495,2303
E01006496,1380
E01006497,1129
E01006498,1557
E01006499,1940
E01006500,1012
E01006501,1375
E01006502,1649
E01006503,1238
E01006504,1147
E01006505,1688
E01006506,1303
E01006507,1556
E01006508,1339
E01006509,1784
E01006510,1297
E01033228,2714
E01034832,980
E01034833,2176
E01034834,1227
E01034835,1086
E01006512,2226
E01006514,2496
E01006518,1854
E01006519,1329
E01006520,1558
E01006521,1575
E01006522,1744
E01006523,1466
E01006524,1324
E01006525,1201
E01006526,1389
E01006527,1415
E01006528,1360
E01006529,1383
E01006530,1442
E01006531,1482
E01006532,1512
E01006533,1344
E01006534,1880
E01006535,1721
E01006536,1825
E01006537,2553
E01006538,1266
E01006539,1396
E01006540,1758
E01006541,1466
E01006542,1590
E01006543,1177
E01006544,1617
E01006545,1348
E01006546,1324
E01006547,1678
E01006548,1824
E01006549,1440
E01006550,1764
E01006551,1255
E01006552,1878
E01006553,1451
E01006554,1647
E01006556,2070
E01006557,1856
E01006558,1314
E01006560,1892
E01006562,1504
E01006563,1705
E01006564,1590
E01006565,1510
E01006566,1345
E01006567,1658
E01006568,1551
E01006569,1445
E01006570,1471
E01006571,1451
E01006572,1251
E01006573,1458
E01006574,1532
E01006575,1328
E01006576,1800
E01006577,1593
E01006578,1331
E01006579,1615
E01006580,1287
E01006581,1557
E01006582,1730
E01006583,1596
E01006584,1410
E01006585,1328
E01006586,1776
E01006587,1526
E01006588,1563
E01006589,1472
E01006590,1577
E01006591,1515
E01006592,1527
E01006593,1431
E01006594,1312
E01006595,1774
E01006596,1390
E01006597,1695
E01006598,1681
E01006599,1887
E01006600,1396
E01006603,1449
E01006604,1612
E01006605,1645
E01006606,1527
E01006607,1578
E01006608,1105
E01006609,1203
E01006610,1449
E01006611,1343
E01006612,1423
E01006613,1276
E01006614,1112
E01006615,1394
E01006616,1309
E01006617,1480
E01006618,1633
E01006619,1784
E01006620,1360
E01006621,1622
E01006622,1516
E01006623,1318
E01006624,1524
E01006625,1352
E01006626,1457
E01006627,1358
E01006628,1741
E01006629,1324
E01006630,2144
E01006632,1794
E01006633,1371
E01006637,1515
E01006638,1277
E01006639,1585
E01006640,1924
E01006641,1623
E01006642,1397
E01006643,1766
E01006644,1939
E01006645,1501
E01006646,2142
E01006647,2106
E01006648,2383
E01006651,1588
E01006652,1463
E01006653,1815
E01006654,1365
E01006655,1853
E01006656,1387
E01006657,1126
E01006658,1408
E01006659,1830
E01006660,1379
E01006661,1633
E01006662,1914
E01006663,1096
E01006664,1951
E01006665,1446
E01006666,1329
E01006667,1416
E01006668,1489
E01006669,1496
E01006670,1448
E01006671,1258
E01006672,1940
E01006673,2213
E01006674,2442
E01006675,2013
E01006676,1970
E01006677,1581
E01006678,1937
E01006679,2708
E01006680,1493
E01006681,1548
E01006682,1242
E01006683,1521
E01006684,2220
E01006685,1509
E01006686,1345
E01006687,2479
E01006688,1593
E01006689,1575
E01006690,1821
E01006691,1736
E01006692,2500
E01006693,1506
E01006694,1911
E01006695,1765
E01006696,1998
E01006697,1903
E01006698,1563
E01006699,1713
E01006700,1588
E01006701,1605
E01006702,1659
E01006703,1665
E01006705,1306
E01006706,1307
E01006707,1399
E01006708,1885
E01006709,1514
E01006710,1405
E01006711,1548
E01006712,1198
E01006713,1281
E01006716,1404
E01006717,1430
E01006718,1559
E01006719,1365
E01006721,1563
E01006722,1965
E01006723,1945
E01006724,1537
E01006725,1486
E01006726,1694
E01006727,1235
E01006728,1568
E01006729,1426
E01006730,1402
E01006731,1223
E01006732,1728
E01006734,1458
E01006735,1434
E01006736,1466
E01006737,1387
E01006738,1387
E01006739,2527
E01006740,1598
E01006741,1861
E01006742,1610
E01006743,2026
E01006744,1492
E01006745,1783
E01006746,1662
E01006747,2723
E01006748,2161
E01006751,2679
E01006753,1869
E01006754,1804
E01006755,1562
E01006756,1729
E01006757,1421
E01006758,1432
E01006759,1013
E01006760,1461
E01006761,1440
E01006762,1699
E01006763,1472
E01006764,1565
E01006765,1476
E01006766,1276
E01006767,1880
E01006768,1343
E01006769,1341
E01006770,1176
E01006771,1544
E01006772,1117
E01006773,1338
E01006774,1435
E01006775,1478
E01006776,1895
E01006778,2194
E01006779,2045
E01006780,1339
E01006781,1330
E01006782,1502
E01006783,1332
E01006784,1203
E01006785,1691
E01006786,2303
E01006787,1321
E01006788,1657
E01006790,1836
E01006791,1623
E01006792,1385
E01006793,1356
E01006794,1606
E01006795,1447
E01006796,1604
E01006797,1396
E01006798,1296
E01006799,1688
E01006800,1513
E01006801,1927
E01032505,1275
E01032506,1403
E01032507,1370
E01032508,1766
E01032509,1273
E01032510,2149
E01032511,1349
E01033747,1937
E01033748,1163
E01033750,2153
E01033751,2430
E01033756,964
E01033757,1240
E01033758,1876
E01033760,2397
E01033761,2095
E01033762,3566
E01033763,2517
E01033765,1499
E01033767,1041
E01033768,1087
E01034396,1872
E01034397,1833
E01034398,1147
E01034399,1079
E01034400,1081
E01034401,3781
E01034402,1080
E01034403,1209
E01034404,2160
E01034405,2317
E01034406,1391
E01034407,1195
E01034408,1254
E01034409,1995
E01034410,1021
E01034411,1099
E01006802,1611
E01006803,1409
E01006804,1513
E01006805,1543
E01006806,1444
E01006807,1336
E01006808,1178
E01006809,1324
E01006810,1141
E01006811,1292
E01006812,1454
E01006813,1413
E01006814,1455
E01006815,1205
E01006816,1744
E01006817,1453
E01006818,1237
E01006819,1691
E01006820,1483
E01006821,1475
E01006822,1502
E01006823,1360
E01006824,1244
E01006825,1490
E01006826,1212
E01006827,1555
E01006828,2176
E01006829,1705
E01006830,1586
E01006831,1373
E01006832,1694
E01006833,2071
E01006834,1264
E01006835,1321
E01006836,1454
E01006837,1566
E01006838,1473
E01006839,1253
E01006840,1386
E01006841,1572
E01006842,1677
E01006843,1236
E01006844,1620
E01006845,1787
E01006846,1426
E01006847,1948
E01006848,1261
E01006849,1485
E01006850,1569
E01006851,1321
E01006852,1292
E01006853,1698
E01006854,1382
E01006855,1508
E01006856,1524
E01006857,1426
E01006858,1529
E01006859,1706
E01006860,1504
E01006861,1955
E01006862,2282
E01006863,1665
E01006864,1947
E01006866,1739
E01006867,2099
E01006868,1524
E01006869,1555
E01006870,1400
E01006871,1686
E01006872,1601
E01006873,1531
E01006874,1366
E01006875,1342
E01006876,1404
E01006877,1544
E01006878,1272
E01006879,1438
E01006880,1352
E01006881,1409
E01006882,1184
E01006883,1407
E01006884,1388
E01006885,1327
E01006886,1248
E01006887,1333
E01006888,1192
E01006889,1387
E01006890,1419
E01006891,1599
E01006892,1358
E01006893,1310
E01006894,1387
E01006895,1425
E01006896,1458
E01006897,1472
E01006898,1757
E01006899,2152
E01006901,1453
E01006903,1431
E01006904,1636
E01006905,1299
E01006906,1536
E01006907,1600
E01006908,1303
E01006909,1287
E01006910,1884
E01006911,1446
E01006912,1695
E01006913,1460
E01006914,1324
E01006915,1488
E01006916,1528
E01006917,1724
E01006918,1254
E01006919,1787
E01032904,1851
E01032905,2856
E01033793,1296
E01033794,1687
E01033795,1471
E01033796,1627
E01006920,1609
E01006921,1342
E01006922,1458
E01006923,1555
E01006924,1502
E01006925,1835
E01006926,1778
E01006927,1703
E01006928,1471
E01006929,1492
E01006930,1404
E01006931,1504
E01006932,1382
E01006933,1371
E01006934,1471
E01006935,1667
E01006936,1430
E01006937,1374
E01006938,1336
E01006939,1511
E01006940,1443
E01006941,1539
E01006942,1480
E01006943,1327
E01006944,1746
E01006945,1846
E01006946,1368
E01006947,1362
E01006948,1453
E01006949,1486
E01006950,1659
E01006951,1550
E01006952,1345
E01006953,1466
E01006954,1560
E01006955,1608
E01006956,1582
E01006957,1588
E01006958,1539
E01006959,1497
E01006960,1132
E01006961,1610
E01006962,1362
E01006963,1721
E01006964,1635
E01006965,1533
E01006966,1663
E01006967,1745
E01006969,1503
E01006970,2162
E01006971,1627
E01006972,1526
E01006973,1583
E01006974,1518
E01006976,1403
E01006977,2090
E01006978,1304
E01006979,1307
E01006980,1281
E01006981,1332
E01006982,1279
E01006983,1602
E01006984,1324
E01006985,1343
E01006986,1349
E01006987,1211
E01006988,1512
E01006989,1229
E01006990,1195
E01006991,1439
E01006992,1241
E01006993,1403
E01006994,1761
E01006995,1345
E01006996,1851
E01006997,1486
E01006998,1541
E01006999,1588
E01007000,1519
E01007001,1687
E01007002,2054
E01007003,1184
E01007004,1417
E01007005,1420
E01007006,1409
E01007007,1284
E01007008,1294
E01007009,1783
E01007010,1558
E01007011,1486
E01007012,1375
E01007013,1492
E01007014,1494
E01007016,1757
E01007017,1582
E01007019,1432
E01007020,1338
E01007021,1269
E01007022,1346
E01007023,1402
E01007024,1083
E01007025,1329
E01007026,1187
E01007027,2032
E01007028,1397
E01007029,1162
E01007030,1546
E01007031,1371
E01007032,1366
E01007033,1346
E01007034,1285
E01007035,1386
E01007036,1194
E01007037,1630
E01007038,1621
E01007039,1298
E01007040,2083
E01007041,1401
E01007042,1305
E01007043,1334
E01007044,1453
E01007045,1177
E01007046,1799
E01007047,1521
E01007048,1627
E01007049,2166
E01007050,1247
E01007051,1315
E01007052,1322
E01007053,1325
E01007054,1339
E01007055,1391
E01007056,1635
E01007057,1512
E01007058,1529
E01007059,1557
E01007060,1458
E01007061,1508
E01007062,1441
E01007063,1475
E01007064,1339
E01007065,1288
E01007066,1433
E01007067,1419
E01007068,1141
E01007069,1427
E01007070,1413
E01007071,1464
E01007072,1406
E01007073,1224
E01007074,1400
E01007075,1327
E01007076,1576
E01007077,1412
E01007078,1472
E01007079,1512
E01007080,1429
E01007081,1600
E01007082,1297
E01007083,1146
E01007084,1252
E01007085,1316
E01007086,1166
E01007087,1324
E01007088,1224
E01007089,1442
E01007090,1228
E01007091,1182
E01007092,1104
E01007095,1578
E01007096,1297
E01007097,1498
E01007098,1642
E01007099,1557
E01007100,1351
E01007101,1429
E01007102,1523
E01007103,1476
E01007104,1403
E01007105,1572
E01007106,1808
E01007107,1332
E01007108,1541
E01007109,1498
E01033094,1173
E01033095,2491
E01033097,1166
E01033797,1114
E01033798,991
E01033799,1499
E01033800,1681
E01007110,1656
E01007111,1501
E01007112,1511
E01007113,1270
E01007114,1501
E01007115,1540
E01007116,1473
E01007117,1623
E01007118,1478
E01007119,1673
E01007120,1399
E01007121,1493
E01007122,1542
E01007123,1632
E01007124,1707
E01007125,1601
E01007127,1610
E01007128,1695
E01007129,1454
E01007130,1823
E01007131,1656
E01007133,1216
E01007135,1564
E01007136,1626
E01007137,1653
E01007138,1809
E01007139,1590
E01007141,1616
E01007142,1933
E01007143,1987
E01007144,1317
E01007145,1181
E01007146,1451
E01007147,1397
E01007148,1633
E01007149,1480
E01007150,1324
E01007151,1547
E01007152,1610
E01007153,1512
E01007154,1505
E01007155,1710
E01007156,1556
E01007157,1489
E01007158,1534
E01007159,1963
E01007160,1635
E01007161,1546
E01007162,1459
E01007163,2246
E01007164,1830
E01007165,1244
E01007166,1412
E01007167,1548
E01007168,1652
E01007169,1697
E01007170,1669
E01007171,1538
E01007172,1454
E01007173,1529
E01007174,1730
E01007175,1978
E01007176,1645
E01007177,1524
E01007178,1574
E01007179,1251
E01007180,1526
E01007181,1484
E01007182,1532
E01007183,1240
E01007184,1435
E01007185,1621
E01007186,1517
E01007187,1435
E01007188,1495
E01007189,1537
E01007190,1529
E01007191,1364
E01007192,1335
E01007193,1667
E01007194,1509
E01007195,1630
E01007196,1573
E01007197,1633
E01007198,1619
E01007199,1479
E01007200,1616
E01007201,1448
E01007202,1373
E01007203,1921
E01007204,1718
E01007205,1618
E01007206,1825
E01007207,1367
E01007208,1646
E01007209,1396
E01007210,1994
E01007211,1167
E01007212,1433
E01007213,1486
E01007214,1558
E01007215,1496
E01007216,1547
E01007217,1650
E01007218,1537
E01007219,1498
E01007220,1392
E01007221,1497
E01007222,1566
E01007223,1378
E01007224,1421
E01007225,2098
E01007226,1588
E01007227,1513
E01007228,1376
E01007229,1639
E01007230,1247
E01007231,1533
E01007232,1562
E01007233,1708
E01007234,1504
E01007235,1494
E01007236,1310
E01007237,1592
E01007238,1546
E01007239,1692
E01007240,1624
E01007241,1353
E01007242,1690
E01007243,1501
E01007244,2148
E01007245,1458
E01007246,1367
E01007247,1601
E01007248,1475
E01007249,1298
E01007250,1327
E01007251,1128
E01007252,1480
E01007253,1611
E01007254,1611
E01007255,1539
E01007256,1568
E01007257,1287
E01007258,1422
E01007259,1193
E01007260,1569
E01007261,1315
E01007262,1511
E01007263,1447
E01007264,1336
E01007265,1362
E01007266,1519
E01007267,1434
E01007268,1315
E01007269,1682
E01007270,1779
E01007271,1573
E01007272,1420
E01007273,1326
E01007274,1383
E01007275,1453
E01007276,1494
E01007277,1378
E01007278,1427
E01007279,1533
E01007280,1728
E01007281,1316
E01007282,1328
E01007283,1202
E01007284,1637
E01007285,1414
E01007286,1458
E01007287,1822
E01007288,1668
E01007289,1618
E01007290,1936
E01007291,1664
E01007292,1528
E01007293,1628
E01007294,1428
E01007295,1692
E01007296,1698
E01007297,1492
E01007298,1514
E01007299,1275
E01007300,2258
E01007301,1557
E01007302,1943
E01007303,1503
E01007304,1562
E01007305,1593
E01007306,1578
E01007307,1706
E01007308,1411
E01007309,1476
E01007310,1317
E01007311,1414
E01007312,1447
E01007313,1523
E01007314,1437
E01007315,1497
E01007316,1478
E01034836,1250
E01034837,1616
E01034838,1015
E01034839,993
E01034840,1410
E01034841,1352
E01007317,1522
E01007318,1550
E01007319,1436
E01007320,1737
E01007321,1408
E01007322,2131
E01007323,1530
E01007324,1674
E01007325,1666
E01007326,1730
E01007327,1669
E01007328,2111
E01007329,1593
E01007330,1792
E01007331,1817
E01007332,2450
E01007333,1473
E01007334,1294
E01007335,1416
E01007336,1499
E01007337,1845
E01007338,1569
E01007339,1469
E01007340,1898
E01007341,1285
E01007342,1257
E01007343,1427
E01007344,2644
E01007345,1600
E01007346,1630
E01007347,1780
E01007348,1470
E01007349,1547
E01007350,1105
E01007351,1757
E01007352,1444
E01007353,1694
E01007354,1677
E01007355,1446
E01007356,1434
E01007357,1444
E01007358,1417
E01007359,1442
E01007360,1508
E01007361,1921
E01007362,2130
E01007363,1666
E01007364,1409
E01007365,1194
E01007366,2247
E01007367,1116
E01007368,1733
E01007369,2005
E01007370,1819
E01007371,1892
E01007372,1702
E01007373,1728
E01007374,1341
E01007375,1723
E01007376,1421
E01007377,1383
E01007378,1645
E01007379,1436
E01007380,1869
E01007381,2104
E01007382,1584
E01007383,1330
E01007384,1716
E01007385,1382
E01007386,1792
E01007387,1395
E01007388,1707
E01007389,1340
E01007390,1495
E01007391,1517
E01007392,1504
E01007393,1830
E01007394,1357
E01007395,2110
E01007396,1543
E01007397,1508
E01007398,1641
E01007399,1996
E01007400,2317
E01007402,2006
E01007403,1430
E01007404,1318
E01007405,1938
E01007406,1678
E01007408,1456
E01007409,1508
E01007410,1743
E01007411,1473
E01007413,1457
E01007414,2238
E01007415,1498
E01007416,1394
E01007417,1837
E01007418,1315
E01007419,1589
E01007420,1417
E01007421,1350
E01007422,1550
E01007423,1648
E01007424,1934
E01007425,1832
E01007426,1891
E01007427,1680
E01007428,1498
E01007429,1435
E01007430,2864
E01007431,1364
E01007432,1716
E01007433,1633
E01007434,2480
E01007435,1626
E01007436,1383
E01007437,1415
E01007438,1424
E01007439,1440
E01007440,1466
E01007441,1486
E01007442,1473
E01007443,2233
E01007444,2180
E01007445,1598
E01007446,1278
E01007447,1731
E01007448,2270
E01007449,1754
E01007450,2017
E01007451,1861
E01007452,1654
E01007453,1668
E01007455,1413
E01007456,1754
E01007457,1794
E01007458,1474
E01007459,1497
E01007460,1458
E01007461,1774
E01007462,1559
E01007463,1727
E01032551,2622
E01032924,1551
E01032925,1364
E01034258,1488
E01034259,1450
E01007464,1453
E01007465,1870
E01007466,2000
E01007467,1458
E01007468,1260
E01007469,1254
E01007470,1346
E01007471,1385
E01007472,1395
E01007473,1468
E01007474,1200
E01007475,1419
E01007476,1815
E01007477,1435
E01007478,1594
E01007479,1508
E01007480,1462
E01007482,1376
E01007483,1302
E01007484,1328
E01007485,1394
E01007486,1215
E01007487,1572
E01007488,1614
E01007489,2117
E01007490,1738
E01007491,1662
E01007492,1593
E01007493,1708
E01007494,1510
E01007495,1748
E01007496,1600
E01007497,1306
E01007498,1530
E01007499,1408
E01007500,1270
E01007501,1324
E01007503,1525
E01007504,1404
E01007505,1579
E01007506,1768
E01007507,1263
E01007508,1531
E01007509,1664
E01007510,1496
E01007511,1488
E01007512,2073
E01007513,1493
E01007514,1550
E01007515,1469
E01007516,1407
E01007517,1443
E01007518,1450
E01007519,1272
E01007520,1322
E01007521,1479
E01007522,1561
E01007523,1491
E01007524,1602
E01007525,1535
E01007526,2041
E01007528,1462
E01007529,2276
E01007530,1552
E01007531,1588
E01007532,1803
E01007533,1502
E01007534,1958
E01007535,1476
E01007536,1836
E01007537,1585
E01007538,1537
E01007539,1420
E01007540,1644
E01007541,1476
E01007542,2044
E01007543,1413
E01007544,1645
E01007545,1362
E01007546,1352
E01007547,1452
E01007548,1842
E01007549,1414
E01007550,1683
E01007551,1662
E01007552,1289
E01007553,1595
E01007554,1518
E01007555,1317
E01007556,1337
E01007557,2915
E01007558,1390
E01007559,1205
E01007560,1643
E01007561,1366
E01007562,1339
E01007563,1456
E01007564,1582
E01007565,1558
E01007566,1619
E01007567,1325
E01007568,1500
E01007569,1641
E01007570,1446
E01007571,1676
E01007572,1350
E01007573,1463
E01007574,1454
E01007575,1297
E01007576,1416
E01007577,1404
E01007578,1550
E01007579,2810
E01007580,1251
E01007581,1390
E01007582,1366
E01007583,1400
E01007584,1533
E01007585,1556
E01007586,1440
E01007587,1598
E01007588,1666
E01007589,1660
E01007590,1222
E01007591,1386
E01007592,1706
E01007593,1970
E01007594,1948
E01007595,1461
E01007596,1204
E01007597,1546
E01007598,1465
E01007599,1765
E01007600,1347
E01007601,1544
E01007602,1990
E01007603,1577
E01007604,1351
E01007605,1517
E01007606,2194
E01007607,1521
E01007609,2213
E01007610,1786
E01007611,1271
E01007612,1364
E01007613,1630
E01007614,1413
E01007615,1310
E01007616,1190
E01007617,1447
E01007618,1212
E01007619,1811
E01007620,1605
E01007621,1379
E01007622,1422
E01007623,1235
E01007624,1956
E01007625,1436
E01007626,1573
E01007627,1605
E01007628,1399
E01007629,1557
E01007630,1344
E01007631,1177
E01007632,1587
E01007633,1360
E01007634,1735
E01007635,1954
E01007636,1613
E01007637,1533
E01007638,1493
E01007639,2160
E01007640,1559
E01007641,1410
E01007642,1563
E01007643,1613
E01007644,1767
E01007646,1629
E01007647,1525
E01007649,1489
E01007650,1639
E01007651,1840
E01007652,2081
E01007653,1573
E01007654,1544
E01007655,2013
E01007656,1637
E01033259,1656
E01033260,1661
E01034236,1066
E01034237,1036
E01034238,1174
E01034239,1472
E01034240,1446
E01034241,1346
E01034242,1734
E01034243,1898
E01034244,1099
E01034245,1895
E01007657,1375
E01007658,1433
E01007659,1042
E01007660,1210
E01007661,1466
E01007662,1105
E01007663,1492
E01007664,1850
E01007666,1268
E01007667,1515
E01007668,1571
E01007669,1467
E01007670,1467
E01007671,2065
E01007672,1393
E01007673,1548
E01007674,2126
E01007675,1946
E01007676,1665
E01007677,2016
E01007678,1589
E01007679,1977
E01007680,1939
E01007681,1249
E01007682,1283
E01007683,1309
E01007684,1736
E01007685,1341
E01007686,1443
E01007687,1593
E01007688,1499
E01007689,1558
E01007690,1731
E01007691,2035
E01007692,1545
E01007694,1928
E01007695,2805
E01007696,1391
E01007697,1699
E01007698,1397
E01007699,2754
E01007700,1986
E01007701,1597
E01007702,1700
E01007703,1233
E01007704,1562
E01007705,1459
E01007706,1327
E01007707,1477
E01007708,1717
E01007709,1518
E01007710,1548
E01007711,1765
E01007712,2058
E01007713,1622
E01007714,2272
E01007715,1917
E01007716,1931
E01007717,1783
E01007718,1582
E01007719,1191
E01007720,1530
E01007721,1662
E01007723,1423
E01007724,1415
E01007725,1224
E01007726,1531
E01007727,1399
E01007728,1144
E01007729,1555
E01007730,1378
E01007731,1160
E01007732,1309
E01007733,1231
E01007734,1745
E01007735,1410
E01007736,1616
E01007737,1584
E01007738,1540
E01007739,1502
E01007740,1553
E01007741,1451
E01007742,1418
E01007743,1195
E01007744,1450
E01007745,1589
E01007746,1423
E01007747,1302
E01007748,1410
E01007749,1889
E01007750,1652
E01007751,2308
E01007752,1497
E01007753,1568
E01007754,1304
E01007755,1265
E01007756,1390
E01007757,1570
E01007758,1492
E01007759,1436
E01007760,1599
E01007761,1595
E01007762,1419
E01007763,1510
E01007764,1865
E01007765,1426
