LSOA11CD,alcohol_related,community,education,entertainment,financial,food_related,healthcare,leisure,other,parking_related,police_related,religion,residential,retail,transport,urban_utilities
E01000001,4,0,0,1,2,13,0,3,53,19,1,2,10,3,0,31
E01000002,6,3,2,5,4,26,1,3,34,49,0,1,9,0,1,98
E01000003,1,0,0,0,0,2,1,4,15,12,0,1,16,1,0,1
E01000005,18,7,2,0,2,65,5,8,56,52,0,1,6,13,2,20
E01000006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E01000007,3,1,2,1,2,11,3,4,25,11,0,1,14,1,3,10
E01000008,0,1,0,0,1,0,0,3,6,7,1,0,12,1,0,3
E01000009,0,1,0,0,1,12,0,0,19,8,0,1,17,7,0,1
E01000010,3,3,2,3,8,38,12,2,165,27,1,6,20,24,3,38
E01000011,0,0,0,0,0,2,0,1,6,0,0,0,0,0,0,0
E01000012,0,1,0,0,0,1,0,0,3,0,0,1,11,2,0,1
E01000013,1,0,1,0,2,9,2,0,36,5,0,1,0,2,0,5
E01000014,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0
E01000015,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
E01000016,0,0,0,0,0,0,0,0,9,1,0,0,7,1,0,0
E01000017,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0
E01000018,0,0,2,0,0,0,0,0,2,0,0,0,14,0,0,0
E01000019,0,1,2,0,0,0,0,0,3,0,0,3,0,2,0,1
E01000020,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
E01000021,0,1,0,0,0,0,0,2,53,10,0,0,2,1,0,1
E01000022,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E01000023,0,0,1,0,0,0,0,1,23,5,0,1,17,1,0,0
E01000024,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E01000025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E01000027,1,1,1,0,0,1,1,0,11,1,0,0,0,1,0,1
E01000028,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
E01000029,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
E01000030,0,1,0,0,0,1,0,2,2,9,0,1,0,3,0,2
E01000031,1,0,3,0,0,0,2,0,3,4,0,0,0,0,0,0
E01000032,0,0,0,0,0,0,0,2,4,7,0,0,0,1,0,0
E01000033,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
E01000034,0,0,1,0,0,0,0,0,4,3,0,0,0,0,0,2
E01000035,2,0,1,0,0,7,1,0,39,10,0,1,1,7,2,0
E01000036,0,0,1,0,0,1,0,2,7,6,1,0,0,2,0,0
E01000037,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
E01000038,0,2,1,0,0,0,0,0,3,4,0,0,0,1,0,0
E01000039,0,0,0,1,0,1,0,3,8,6,0,0,3,0,0,28
E01000040,1,2,1,0,0,8,2,0,18,11,0,0,13,3,0,2
E01000041,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E01000042,0,0,0,0,0,0,1,2,2,3,0,1,0,0,0,0
E01000043,0,0,0,0,0,0,0,0,12,1,0,1,1,1,0,1
E01000044,0,0,1,0,0,0,0,2,1,1,0,1,0,0,0,0
E01000045,1,0,1,0,0,4,2,0,12,11,0,1,4,4,0,0
E01000046,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0
E01000048,0,0,1,0,0,0,1,2,1,3,0,0,2,0,0,0
E01000049,0,2,0,0,0,0,0,7,4,10,0,0,20,0,0,1
E01000050,0,1,1,0,0,3,3,0,14,4,0,3,3,2,0,1
E01000051,0,1,0,0,0,0,1,2,6,5,0,0,19,1,0,0
E01000052,0,0,0,0,0,1,0,1,20,27,0,0,36,3,0,2
E01000053,1,5,1,0,0,16,3,2,41,12,0,2,0,4,0,0
E01000054,0,0,0,0,0,0,1,0,4,3,0,1,20,0,0,0
E01000055,0,0,1,0,0,0,0,0,3,0,0,0,23,0,0,0
E01000056,0,0,1,1,0,1,0,2,8,6,0,0,12,0,0,5
E01000057,0,0,0,0,0,3,1,0,20,0,0,0,25,0,0,1
E01000058,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1
E01000059,0,1,1,0,0,0,0,11,4,1,0,1,28,0,0,4
E01000060,1,0,2,0,1,2,0,4,14,19,0,0,2,2,1,17
E01000061,0,2,2,0,0,1,1,5,29,21,0,0,3,0,0,9
E01000062,0,1,0,0,0,0,0,1,2,3,0,0,0,0,0,0
E01000063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000064,0,2,0,0,0,0,0,0,28,1,0,2,0,2,0,1
E01000065,0,1,2,0,0,0,1,0,6,2,0,2,0,0,0,0
E01000066,0,0,2,0,0,0,0,1,11,2,0,0,0,0,0,0
E01000067,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
E01000068,0,0,1,0,0,0,0,1,18,3,0,0,0,1,0,9
E01000069,0,0,1,0,0,1,0,0,2,4,0,0,0,1,0,2
E01000070,1,1,1,0,1,4,1,2,12,17,0,1,0,0,0,8
E01000071,0,0,0,0,0,1,3,0,8,8,0,0,1,1,0,4
E01000072,1,1,1,1,1,5,1,3,38,11,0,1,2,4,0,16
E01000073,0,0,1,0,0,0,0,1,16,60,0,0,2,0,0,0
E01000074,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0
E01000075,0,1,0,0,0,5,1,4,23,4,0,0,0,1,1,6
E01000076,0,0,1,0,0,0,0,0,2,0,0,0,9,0,0,0
E01000077,0,1,2,0,0,0,0,0,5,0,0,1,0,0,0,0
E01000078,0,1,0,0,0,0,1,0,4,4,0,1,0,0,0,0
E01000079,0,1,1,0,0,0,0,1,5,1,0,1,0,0,0,0
E01000080,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0
E01000081,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0
E01000082,1,1,0,0,0,0,0,0,3,3,0,0,0,2,0,0
E01000084,0,0,0,0,3,3,1,0,9,9,0,0,14,0,0,3
E01000085,1,1,0,0,0,12,2,0,24,1,0,0,1,11,0,0
E01000086,0,0,1,0,0,0,0,3,2,0,0,1,0,0,0,0
E01000087,1,0,2,0,0,12,0,1,31,11,0,3,0,3,0,0
E01000088,0,2,1,0,0,2,1,2,12,3,0,0,0,0,0,3
E01000089,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
E01000090,0,0,1,0,1,1,1,3,6,15,0,0,2,0,0,4
E01000091,0,0,0,0,0,0,1,2,8,7,0,0,3,0,0,6
E01000092,1,2,2,2,1,6,2,20,52,36,0,1,42,3,1,17
E01000093,1,6,1,0,2,3,1,4,12,10,0,2,11,2,0,8
E01000094,0,1,2,0,0,0,0,1,13,13,0,0,48,0,0,3
E01000095,0,0,1,0,2,4,1,3,42,59,0,0,24,8,0,1
E01000096,1,1,1,0,0,3,0,4,17,32,0,0,2,3,0,4
E01000097,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
E01000098,0,0,0,0,0,0,0,0,37,8,0,0,0,1,0,0
E01000099,0,0,0,0,0,0,1,1,2,0,0,1,52,0,0,0
E01000100,0,0,1,0,0,0,0,1,11,4,0,1,4,0,0,3
E01000101,0,0,0,0,0,6,1,0,11,13,0,0,0,2,0,0
E01000102,0,1,1,0,0,0,1,1,3,3,0,1,0,0,0,0
E01000103,0,4,1,0,0,0,0,4,14,9,0,0,0,0,0,4
E01000104,0,0,0,0,1,0,0,1,2,7,0,1,1,3,0,3
E01000105,0,2,5,0,4,4,2,0,23,5,0,1,0,2,0,0
E01000106,1,1,0,0,0,6,4,0,21,3,0,2,0,2,0,1
E01000107,0,0,1,0,0,0,0,2,5,6,0,0,3,0,0,0
E01000108,0,2,0,0,1,6,2,0,17,6,0,0,3,8,0,1
E01000109,1,0,2,0,1,4,0,0,19,6,0,1,0,6,0,1
E01000110,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
E01000111,0,0,0,0,0,1,0,0,5,3,0,2,1,0,0,0
E01000112,0,1,1,0,0,0,0,0,5,2,0,0,0,2,0,0
E01000113,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0
E01000114,0,1,0,0,2,8,3,0,37,18,0,3,5,5,0,1
E01000115,0,0,2,0,0,0,0,0,8,1,0,0,65,0,0,0
E01000116,1,1,0,0,0,0,1,1,4,9,0,0,17,1,0,8
E01000117,1,0,2,0,0,0,0,0,0,6,0,1,0,0,0,0
E01000118,0,1,1,0,0,0,0,1,1,11,0,0,0,0,0,0
E01000119,0,0,2,0,0,0,0,2,12,4,0,0,1,0,0,1
E01000120,0,0,1,0,0,0,0,1,3,1,0,0,26,0,0,3
E01000121,0,1,0,0,0,0,0,1,2,15,0,0,0,0,0,1
E01000122,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0
E01000123,0,0,0,0,0,0,0,3,14,31,0,1,0,0,0,10
E01000124,0,2,1,0,0,6,1,1,20,18,0,0,1,3,0,4
E01000125,0,1,1,0,0,0,3,1,4,45,0,1,0,0,0,1
E01000126,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0
E01000127,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0
E01000128,0,3,1,0,0,0,0,2,4,0,0,1,0,0,0,0
E01000129,0,3,1,0,0,3,1,0,13,8,0,2,0,5,0,2
E01000130,0,0,1,0,0,0,0,1,7,3,0,0,0,0,0,0
E01000131,0,1,0,0,0,1,0,2,9,7,0,0,0,0,0,31
E01000132,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
E01000133,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0
E01000134,0,1,1,0,0,0,0,1,7,14,0,0,0,0,0,0
E01000135,0,0,1,0,0,1,0,4,8,7,0,1,0,0,0,1
E01000136,0,1,1,1,0,1,0,3,22,3,0,1,11,0,0,86
E01000137,0,0,0,0,0,0,0,0,3,10,0,1,6,0,0,0
E01000138,0,0,1,0,0,0,0,0,5,4,0,0,0,0,0,1
E01000139,0,2,1,0,0,2,2,0,33,9,0,1,7,2,0,0
E01000140,0,0,0,0,0,5,0,1,23,4,0,1,7,1,0,3
E01000141,2,0,0,0,1,15,3,2,31,17,0,0,2,17,0,6
E01000142,0,2,1,0,0,0,0,4,8,28,0,0,2,0,0,2
E01000143,0,1,0,0,0,1,0,3,13,7,0,0,3,1,0,2
E01000144,1,2,0,0,1,11,1,0,4,8,0,2,11,4,0,1
E01000145,0,0,1,0,0,0,0,0,7,0,0,2,0,0,0,0
E01000146,0,3,0,0,6,13,4,0,19,11,0,1,4,10,0,1
E01000147,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0
E01000148,1,0,0,0,0,3,0,1,10,13,0,0,10,3,0,1
E01000150,0,0,0,0,0,0,0,1,8,16,0,1,2,4,0,0
E01000151,1,2,3,0,0,0,0,0,4,5,0,1,0,0,0,0
E01000152,0,0,1,0,0,0,0,1,0,8,0,1,22,0,0,0
E01000153,0,0,0,0,0,0,0,3,3,9,0,0,3,0,0,0
E01000154,0,1,0,0,1,0,1,0,1,5,0,0,13,1,0,0
E01000155,0,2,0,0,3,3,1,2,4,50,0,0,27,4,2,10
E01000156,1,2,0,0,1,12,3,0,18,32,0,2,10,3,0,2
E01000157,0,0,0,0,0,0,0,0,3,35,0,1,24,0,0,0
E01000158,0,3,1,0,0,0,1,1,7,3,0,0,9,0,0,6
E01000159,0,0,3,0,0,1,0,4,16,3,0,0,9,0,0,72
E01000160,0,0,0,0,0,7,0,0,29,620,0,1,16,3,0,22
E01000161,0,2,1,0,0,6,1,2,13,31,0,0,21,2,0,10
E01000162,0,5,0,0,4,14,2,0,33,90,0,1,9,6,0,1
E01000163,0,0,1,0,0,0,0,1,6,19,0,0,36,1,0,9
E01000164,0,0,1,0,0,0,0,4,38,178,0,0,40,7,0,26
E01000165,0,1,0,0,0,0,0,0,1,13,0,0,12,0,0,6
E01000166,1,0,0,0,0,0,0,1,1,12,0,0,0,0,0,4
E01000167,0,0,2,0,0,0,0,2,10,7,0,0,0,0,0,5
E01000168,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000169,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
E01000170,0,0,1,0,0,0,0,0,5,8,0,0,0,2,0,1
E01000171,3,0,2,0,0,4,0,0,3,24,0,2,5,2,0,8
E01000172,0,1,2,0,0,0,1,1,32,11,0,0,3,0,0,3
E01000173,0,1,2,0,0,0,0,2,7,5,0,0,0,0,0,5
E01000174,1,0,1,0,0,2,0,0,8,19,1,2,0,0,0,1
E01000175,0,0,0,0,0,2,0,3,15,14,0,1,0,1,0,48
E01000176,0,1,1,0,0,0,0,3,6,4,0,1,1,0,0,0
E01000177,0,0,1,0,0,3,0,2,7,3,0,3,5,2,0,0
E01000178,0,1,2,0,0,1,0,4,9,11,0,2,12,0,0,2
E01000179,0,0,0,0,0,0,0,2,2,5,0,0,4,1,0,0
E01000180,1,0,1,0,0,0,0,1,4,4,0,0,1,0,0,0
E01000181,1,1,0,0,1,2,2,0,14,13,0,0,1,3,0,2
E01000182,0,0,0,1,0,0,2,3,38,15,0,0,7,1,2,25
E01000183,0,0,1,0,0,2,1,2,10,6,0,0,7,3,0,0
E01000184,0,1,0,0,0,0,0,5,3,6,0,0,1,0,0,4
E01000185,0,0,0,0,0,0,0,0,1,4,0,1,9,0,0,0
E01000186,0,1,2,0,0,0,0,0,4,0,0,2,0,0,0,1
E01000187,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0
E01000188,0,0,1,0,0,1,1,2,11,8,0,0,3,1,0,4
E01000189,0,1,1,0,0,0,0,0,1,10,0,2,10,0,0,0
E01000190,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3
E01000191,0,1,0,0,0,0,3,0,6,1,0,2,4,0,0,1
E01000192,1,2,2,0,7,16,1,0,38,5,0,0,10,8,0,1
E01000193,0,1,0,0,1,3,1,1,12,13,0,0,6,7,1,10
E01000194,1,2,1,0,0,3,1,1,20,8,0,4,24,2,0,2
E01000195,0,0,0,0,0,3,0,0,1,7,0,0,0,1,0,0
E01000196,2,4,2,0,1,9,2,3,16,27,0,3,18,7,1,2
E01000197,0,0,0,0,0,1,0,6,26,13,0,0,0,2,0,0
E01000198,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
E01000199,0,0,0,0,0,0,1,3,12,3,0,0,0,2,0,3
E01000200,0,0,0,0,0,0,0,1,1,5,0,1,9,0,0,3
E01000201,0,0,1,0,0,0,0,2,5,4,0,1,3,0,0,1
E01000202,0,0,0,0,0,2,0,0,6,7,0,0,3,1,0,0
E01000203,0,0,2,0,0,0,0,0,3,15,0,1,15,0,0,3
E01000204,0,1,2,0,1,2,1,0,15,0,0,1,6,2,0,1
E01000205,0,0,1,1,0,0,0,4,25,5,0,0,0,0,0,3
E01000206,1,1,2,0,0,0,0,2,44,2,0,0,13,0,0,7
E01000207,0,1,2,0,0,3,1,1,17,10,0,1,9,1,0,4
E01000208,1,1,1,0,0,2,0,1,9,1,0,0,14,0,0,6
E01000209,0,0,1,0,0,0,0,5,9,2,0,1,2,0,0,13
E01000210,0,0,1,0,0,0,0,3,8,5,0,2,3,0,0,5
E01000211,0,2,2,0,0,5,2,1,26,13,0,0,19,6,0,0
E01000212,0,0,0,0,0,0,0,0,6,2,0,2,1,0,0,0
E01000213,0,0,1,0,0,0,0,0,5,0,0,0,6,0,0,4
E01000214,0,1,0,0,0,1,0,1,12,3,0,1,16,0,1,12
E01000215,0,0,0,1,0,1,0,2,4,1,0,2,1,0,0,0
E01000216,0,0,1,0,0,0,0,0,8,2,0,0,3,0,0,0
E01000217,0,0,0,0,0,0,0,0,4,0,0,4,1,0,0,0
E01000218,0,0,0,0,0,3,3,0,9,2,0,0,1,6,0,0
E01000219,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0
E01000220,0,2,0,0,0,0,2,0,3,1,0,3,0,0,0,0
E01000221,0,0,2,0,1,2,1,3,39,12,0,0,67,6,0,51
E01000222,0,2,0,0,0,1,0,2,1,2,0,0,140,0,0,18
E01000223,0,1,1,0,0,1,0,3,27,10,0,2,255,0,0,22
E01000224,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0
E01000225,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,2
E01000226,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
E01000227,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
E01000228,2,0,6,0,0,0,0,7,24,7,0,0,0,0,0,6
E01000229,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
E01000230,0,1,0,0,0,1,1,0,7,1,0,1,0,2,0,0
E01000231,0,0,0,0,0,1,0,0,4,2,0,0,0,2,0,1
E01000232,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
E01000233,1,1,3,0,0,2,1,0,6,10,0,1,2,1,0,0
E01000234,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0
E01000235,0,1,2,0,0,1,0,3,3,4,0,0,0,0,0,0
E01000236,0,0,1,0,0,0,0,2,2,6,0,1,1,0,0,1
E01000237,0,0,2,0,0,6,0,0,12,13,0,3,20,2,0,0
E01000238,0,0,1,0,0,0,0,0,5,5,0,1,1,0,0,0
E01000239,0,2,2,0,0,5,0,1,7,18,0,0,103,0,0,0
E01000240,0,0,0,0,0,2,0,2,12,7,0,0,51,0,0,10
E01000241,0,0,1,0,0,0,1,0,3,2,0,0,36,0,0,1
E01000242,0,0,1,0,0,0,0,0,5,3,0,0,13,0,0,1
E01000243,0,0,1,0,1,9,0,0,4,10,0,1,28,1,0,0
E01000244,2,0,1,0,0,10,0,0,6,17,0,2,119,2,0,0
E01000245,0,1,2,0,1,1,0,0,10,31,0,3,28,2,0,0
E01000246,0,0,0,0,0,0,0,4,14,3,0,0,7,0,0,10
E01000247,0,0,1,0,0,1,0,0,3,20,0,0,5,0,0,0
E01000248,3,4,0,0,1,9,0,4,45,13,0,2,3,6,0,20
E01000249,0,0,3,0,0,1,1,2,7,2,0,0,0,0,0,0
E01000250,6,0,2,1,10,32,8,0,83,19,1,3,7,12,0,7
E01000251,1,0,0,0,0,1,1,0,2,31,0,1,6,0,0,0
E01000252,0,1,0,0,0,0,0,2,1,6,0,2,4,0,0,0
E01000253,1,1,0,0,0,0,0,8,34,7,0,5,6,1,0,1
E01000254,0,2,2,0,0,0,0,2,26,9,0,3,2,0,0,15
E01000255,0,3,4,0,0,1,1,4,17,1,0,2,8,2,0,5
E01000256,0,0,1,0,0,0,0,1,5,2,0,0,2,0,0,0
E01000257,0,0,2,0,1,1,0,3,15,12,0,0,97,5,0,11
E01000258,0,1,2,0,0,1,2,2,17,10,0,3,10,1,0,12
E01000259,0,2,0,0,0,3,2,1,17,5,0,2,10,2,0,9
E01000260,0,0,1,0,0,0,0,5,15,8,0,0,1,1,0,0
E01000261,1,1,3,0,0,2,1,2,16,3,0,1,10,0,0,1
E01000262,1,0,2,0,0,0,0,3,11,7,0,0,24,0,0,2
E01000263,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
E01000264,1,3,1,0,2,18,5,0,43,19,0,0,0,8,0,6
E01000265,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
E01000266,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1
E01000267,0,1,0,0,0,0,0,0,7,13,0,0,0,0,0,0
E01000268,2,1,0,1,1,3,2,0,17,12,0,2,12,3,0,2
E01000269,0,0,1,0,0,1,0,2,3,1,0,0,0,0,0,0
E01000270,0,0,0,0,0,0,0,0,4,9,0,1,0,0,1,0
E01000271,0,1,0,0,0,0,0,0,7,17,0,0,1,1,0,0
E01000272,0,0,0,0,0,0,1,2,0,8,0,1,0,0,0,2
E01000273,1,1,2,0,0,12,1,1,19,21,0,5,2,0,0,5
E01000274,0,0,0,0,0,0,0,1,0,15,0,1,0,1,0,0
E01000275,0,1,0,0,0,0,0,3,3,2,0,0,2,0,0,0
E01000276,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,1
E01000277,0,0,1,0,0,1,0,0,9,3,0,2,6,1,0,2
E01000278,0,0,0,0,0,2,0,2,8,5,0,0,0,1,0,17
E01000279,1,1,2,0,0,0,0,3,72,7,0,1,4,0,0,8
E01000280,0,0,0,0,0,1,1,5,24,5,0,0,2,0,0,10
E01000281,1,1,2,0,0,10,2,3,19,16,0,0,20,2,0,2
E01000282,0,0,0,0,0,4,0,3,12,8,0,0,3,0,0,5
E01000283,0,0,1,0,0,0,0,2,3,1,0,1,1,1,0,0
E01000284,0,0,2,0,0,2,0,3,13,7,0,1,7,0,0,8
E01000285,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
E01000286,0,0,1,0,0,0,0,0,2,3,0,1,0,1,0,0
E01000287,0,1,0,0,0,2,1,1,5,2,0,0,0,3,0,1
E01000288,0,0,2,0,0,0,2,3,8,3,0,0,2,0,0,20
E01000289,0,1,1,0,0,0,0,1,3,6,0,0,6,0,0,9
E01000290,1,0,0,0,0,1,0,4,4,14,0,1,7,0,0,1
E01000291,0,0,1,0,0,0,0,1,8,2,0,0,6,0,0,6
E01000292,0,3,1,0,0,2,1,3,17,8,0,0,10,3,0,4
E01000293,0,0,0,0,0,3,2,0,12,5,0,1,4,2,0,1
E01000294,1,2,0,0,0,2,1,0,4,8,0,0,0,1,0,0
E01000295,0,1,0,0,0,0,0,0,2,9,0,1,0,0,0,2
E01000296,1,0,0,0,0,3,0,0,4,6,0,1,1,3,0,1
E01000297,0,1,1,0,0,0,0,0,3,10,0,0,0,0,0,5
E01000298,1,0,0,0,1,12,5,6,43,16,0,1,0,6,0,29
E01000299,1,2,2,1,0,25,3,2,55,22,0,2,5,14,0,0
E01000300,0,0,0,0,0,0,0,0,5,1,0,2,2,0,0,0
E01000301,0,1,0,0,1,2,0,0,9,2,0,0,2,0,0,2
E01000302,1,3,3,0,1,0,1,0,4,5,0,0,22,2,0,1
E01000303,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
E01000304,0,0,0,0,0,0,0,1,1,0,0,0,14,0,0,0
E01000305,1,3,0,0,1,9,1,0,27,19,0,2,5,5,0,13
E01000306,0,0,1,0,0,0,0,0,1,5,0,1,0,0,0,0
E01000307,0,0,1,0,0,11,0,2,24,19,0,0,0,20,1,0
E01000308,0,1,0,0,0,0,0,5,12,9,0,0,9,0,0,2
E01000309,0,0,0,0,0,0,0,1,5,10,0,0,12,0,0,0
E01000310,1,0,0,0,4,2,0,1,7,17,0,0,8,0,0,0
E01000311,0,0,2,0,0,1,0,2,14,6,0,2,0,0,0,1
E01000312,0,0,1,0,0,0,0,0,3,17,0,0,0,0,0,0
E01000313,0,0,1,0,1,5,1,1,16,13,0,0,5,3,0,3
E01000314,0,1,0,0,2,1,1,0,7,12,0,0,10,4,0,0
E01000315,0,1,2,0,0,0,0,3,16,15,0,1,7,0,0,4
E01000316,0,1,1,1,0,6,1,7,30,31,0,0,1,0,0,5
E01000317,0,0,0,0,0,0,1,0,4,8,0,1,8,1,0,0
E01000318,0,0,2,0,0,2,0,0,11,5,0,1,2,1,0,0
E01000319,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0
E01000320,0,1,0,0,0,0,0,0,5,3,0,0,5,0,0,0
E01000321,2,1,0,0,4,9,1,0,29,6,0,1,10,4,0,0
E01000322,1,1,0,0,0,2,0,0,12,5,0,0,2,4,0,0
E01000323,4,3,1,0,1,20,6,1,45,21,0,1,11,10,0,0
E01000324,1,0,1,0,0,2,0,0,12,5,0,0,7,2,0,0
E01000325,0,0,0,0,0,8,2,1,27,3,0,0,0,5,0,16
E01000326,0,1,0,0,0,4,1,0,6,3,0,0,0,3,0,6
E01000327,1,2,0,0,0,0,1,2,15,3,0,2,3,0,0,18
E01000328,0,2,2,0,0,0,0,2,11,5,0,0,0,2,0,13
E01000329,2,0,5,0,0,0,0,3,7,5,0,0,3,0,0,11
E01000330,1,2,1,0,0,8,0,0,25,10,1,1,3,0,0,0
E01000331,0,0,0,0,0,3,0,0,10,2,0,0,0,0,0,27
E01000332,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,1
E01000333,4,8,1,0,3,12,1,4,67,19,0,2,28,12,0,39
E01000334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E01000335,1,0,5,0,0,3,0,0,7,11,0,0,1,3,0,3
E01000336,0,0,0,0,0,0,0,2,5,7,0,1,17,0,0,1
E01000337,1,0,1,0,0,0,0,0,0,3,0,0,3,1,0,1
E01000338,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0
E01000339,0,0,0,0,0,1,2,0,4,1,0,0,5,0,0,1
E01000340,1,0,0,0,0,1,1,0,1,9,0,0,10,1,0,0
E01000341,0,0,1,0,0,0,1,0,7,6,0,1,11,0,0,0
E01000342,0,0,0,0,0,0,0,2,1,9,0,0,17,0,0,8
E01000343,1,0,1,0,0,4,1,2,43,7,0,2,2,5,0,6
E01000344,1,1,0,0,0,3,0,0,22,4,0,0,2,4,0,0
E01000345,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
E01000346,0,0,2,0,0,0,2,1,32,3,0,0,0,2,0,4
E01000347,0,1,0,0,0,2,0,0,44,5,0,0,14,1,0,2
E01000348,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
E01000349,1,0,0,0,0,0,0,0,1,1,0,0,19,0,0,0
E01000350,1,0,0,0,0,5,2,5,77,5,0,0,0,1,0,19
E01000351,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0
E01000352,1,1,1,0,0,3,1,0,45,17,0,1,43,3,0,1
E01000353,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0
E01000354,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
E01000355,0,0,2,0,0,0,1,1,4,6,0,0,0,0,0,15
E01000356,1,1,0,0,2,18,1,1,64,4,0,0,0,5,0,1
E01000357,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
E01000358,3,1,1,0,1,6,3,0,26,8,0,0,0,5,0,3
E01000359,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
E01000360,11,4,0,1,11,61,10,1,165,26,0,5,2,21,4,18
E01000361,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
E01000362,2,3,1,1,6,8,1,0,24,14,0,2,0,10,0,6
E01000363,1,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0
E01000364,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
E01000365,0,0,1,0,5,4,2,0,47,0,0,0,1,0,0,6
E01000366,0,1,1,0,1,1,2,1,6,5,0,0,4,1,0,4
E01000367,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
E01000368,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0
E01000369,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0
E01000370,3,3,2,0,2,10,5,0,29,8,0,0,1,5,0,1
E01000371,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
E01000372,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E01000373,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0
E01000374,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,4
E01000375,0,0,0,0,0,3,0,0,16,14,0,0,2,1,0,1
E01000376,0,1,2,2,0,0,0,2,6,4,0,0,0,0,0,1
E01000377,1,0,1,0,0,0,0,0,12,4,0,1,8,0,0,19
E01000378,4,3,2,0,3,21,3,4,65,32,0,4,2,6,0,65
E01000379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
E01000380,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1
E01000381,1,0,1,0,0,1,0,2,18,5,0,1,88,0,0,24
