LSOA11CD,alcohol_related,community,education,entertainment,financial,food_related,healthcare,leisure,other,parking_related,police_related,religion,residential,retail,transport,urban_utilities
E01002480,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0
E01002481,0,3,1,0,0,1,0,1,1,1,0,0,0,0,0,0
E01002482,0,0,4,0,0,0,0,1,7,1,0,0,0,0,0,0
E01002483,0,2,2,0,0,16,4,1,30,6,0,2,0,5,1,9
E01002484,0,1,1,0,0,1,2,0,10,2,0,0,14,0,0,0
E01002485,0,1,0,0,0,3,2,0,5,7,0,2,0,2,0,1
E01002486,0,0,1,0,0,3,0,3,6,7,0,1,0,1,0,1
E01002487,1,0,0,0,2,3,0,0,5,1,0,0,0,3,0,1
E01002488,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0
E01002489,0,0,0,0,0,2,1,0,6,7,0,0,0,1,0,0
E01002490,1,2,0,0,0,0,0,0,3,3,0,1,0,0,0,0
E01002491,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
E01002492,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,2
E01002493,0,0,0,0,0,0,0,2,0,0,0,0,15,0,0,0
E01002494,0,2,1,0,0,0,0,4,16,30,1,0,0,0,0,1
E01002495,1,1,0,0,1,1,1,5,20,12,0,0,0,1,0,4
E01002496,0,0,0,0,0,1,2,0,10,15,0,0,0,4,0,0
E01002497,1,1,0,1,3,8,0,3,24,20,0,1,6,8,0,4
E01002498,0,2,2,0,0,1,0,8,22,7,0,3,0,0,0,0
E01002499,1,0,1,0,0,0,0,7,23,36,0,0,0,0,0,6
E01002501,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
E01002502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
E01002503,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
E01002504,0,1,0,1,0,0,0,3,2,2,0,1,0,0,0,4
E01002505,0,1,1,0,0,3,0,4,17,11,0,0,0,5,0,3
E01002506,2,1,0,0,7,12,0,1,30,13,0,1,11,4,0,4
E01002507,0,1,1,0,0,0,0,5,22,6,0,0,0,0,0,1
E01002508,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,5
E01002509,0,0,0,0,0,1,0,0,2,30,0,0,0,0,0,1
E01002511,1,0,0,0,0,1,0,0,7,3,0,0,0,1,0,0
E01002512,0,2,1,0,0,0,0,5,11,11,0,0,0,1,0,5
E01002513,1,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0
E01002514,4,2,1,0,2,9,2,0,21,22,1,2,2,1,0,5
E01002515,2,2,3,1,0,6,1,0,14,17,0,1,7,3,2,13
E01002516,0,0,2,0,0,0,1,2,3,2,0,0,0,0,0,4
E01002518,0,1,0,0,1,5,1,1,4,3,0,0,0,2,0,0
E01002519,0,0,0,0,0,0,0,1,5,9,0,0,1,1,0,29
E01002520,3,0,1,0,0,1,0,0,7,1,0,2,1,2,0,3
E01002521,5,7,1,0,6,21,0,5,66,36,0,4,1,12,2,9
E01002523,0,0,2,0,0,0,0,0,3,1,0,1,0,0,0,0
E01002525,0,2,2,1,0,0,0,2,9,7,0,2,0,0,0,6
E01002526,0,1,0,0,2,0,1,2,6,18,0,0,12,2,0,3
E01002527,0,2,1,0,0,0,1,2,3,11,0,1,1,3,0,2
E01002528,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,4
E01002529,2,2,2,0,0,13,1,0,29,4,0,0,7,9,0,7
E01002530,1,0,0,0,0,0,0,1,2,2,0,0,8,1,0,0
E01002531,0,0,0,0,0,1,0,0,3,1,0,1,0,2,0,2
E01002532,0,0,0,0,0,0,0,7,3,6,0,0,29,1,0,1
E01002533,1,0,2,0,0,0,0,0,1,2,0,1,0,0,0,1
E01002534,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
E01002535,4,6,0,0,10,44,10,0,180,26,1,2,16,24,0,16
E01002536,0,4,0,0,0,2,0,2,16,11,0,1,8,4,0,5
E01002537,0,0,1,0,2,3,0,4,6,5,0,0,10,3,0,3
E01002538,3,1,0,0,0,1,0,4,21,13,0,2,0,1,0,29
E01002539,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
E01002540,0,1,1,0,0,0,0,0,1,3,0,0,0,1,0,0
E01002541,1,2,0,0,0,0,0,3,2,4,0,0,0,0,0,0
E01002542,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0
E01002543,1,1,1,0,0,0,0,3,3,1,0,0,0,0,0,0
E01002544,0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0
E01002545,0,0,0,0,0,2,0,0,4,7,0,0,0,0,0,0
E01002547,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
E01002548,0,1,0,0,0,2,1,2,42,23,0,0,0,1,0,11
E01002549,0,0,1,0,0,0,1,1,2,3,0,0,0,1,0,1
E01002550,0,1,3,0,0,0,0,0,1,0,0,1,0,0,0,2
E01002551,0,0,3,0,0,0,0,0,4,2,0,0,0,0,0,2
E01002552,0,0,1,0,0,1,0,4,8,0,0,1,0,0,0,4
E01002553,0,0,0,0,0,3,0,0,3,2,0,0,1,3,0,1
E01002554,3,5,2,0,2,18,3,0,86,32,0,3,16,19,0,25
E01002555,0,0,2,0,0,1,0,2,19,3,0,0,0,0,0,3
E01002556,1,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0
E01002557,1,0,0,0,0,0,0,0,6,4,0,1,1,2,0,0
E01002558,0,3,0,0,0,12,3,0,37,22,0,0,0,4,0,6
E01002559,0,0,1,0,1,2,0,9,13,33,0,0,5,0,0,3
E01002560,0,1,0,0,1,1,1,2,9,14,0,1,2,1,0,2
E01002561,0,1,0,0,0,0,1,2,8,3,0,0,5,0,0,0
E01002562,1,0,1,0,0,5,0,6,40,13,0,0,8,2,0,91
E01002563,0,0,1,0,0,1,0,0,25,15,0,0,16,0,0,23
E01002564,1,0,0,0,0,1,0,3,13,12,0,0,18,5,0,5
E01002565,1,1,2,0,1,3,1,2,25,35,0,2,17,3,0,7
E01002566,2,1,3,0,1,5,0,12,26,35,0,1,19,7,0,10
E01002567,3,1,1,0,0,1,0,2,13,9,0,4,2,1,0,0
E01002568,0,1,0,2,0,1,0,2,3,23,0,1,16,3,0,4
E01002569,1,1,0,0,0,0,0,0,6,2,0,0,5,0,0,0
E01002570,2,0,0,1,1,24,4,1,50,68,0,1,1,16,0,9
E01002571,0,0,0,0,0,0,0,0,1,1,0,1,7,0,0,0
E01002572,2,1,1,0,0,2,0,12,73,18,0,0,11,1,0,9
E01002573,1,0,1,1,0,4,1,0,12,4,0,1,1,1,1,38
E01002574,0,0,0,0,0,1,0,2,4,9,0,1,14,0,0,3
E01002575,1,0,0,1,0,3,0,3,16,23,0,0,1,0,0,1
E01002576,0,0,2,0,0,0,0,1,6,6,0,0,8,0,0,0
E01002577,0,0,0,0,1,6,0,2,17,10,0,1,3,2,0,49
E01002578,0,0,1,0,0,4,1,1,19,12,0,0,3,3,1,29
E01002579,0,0,0,0,0,0,0,7,14,0,0,2,3,0,0,2
E01002580,0,0,0,0,0,2,0,2,6,2,0,0,2,0,0,0
E01002581,3,2,2,0,0,3,1,2,5,9,0,0,3,0,0,0
E01002582,1,0,0,0,0,1,0,2,2,5,0,0,1,0,0,1
E01002583,0,0,1,0,0,0,0,2,2,6,0,2,3,0,0,0
E01002584,1,0,0,0,0,5,1,4,6,13,0,3,15,3,0,5
E01002585,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0
E01002586,0,0,1,0,0,0,0,1,4,7,0,0,1,0,0,6
E01002587,0,1,0,0,0,2,3,0,1,14,0,0,12,0,0,0
E01002588,0,1,0,0,0,0,0,3,5,5,0,1,4,1,0,14
E01002589,1,2,1,0,0,1,0,9,23,16,0,0,5,2,0,2
E01002590,0,0,1,0,0,1,0,1,10,5,0,3,7,2,0,1
E01002591,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0
E01002592,1,1,0,0,0,3,0,0,38,12,0,0,0,2,0,1
E01002593,0,2,0,0,0,2,0,4,6,11,0,0,58,3,1,3
E01002594,0,0,1,0,0,1,0,0,7,5,0,1,0,2,0,0
E01002595,1,0,0,0,0,1,0,1,4,7,0,0,26,0,0,0
E01002596,0,0,1,0,0,0,0,4,3,4,0,0,0,0,0,0
E01002598,0,0,0,0,0,9,0,2,22,15,0,3,32,5,0,3
E01002599,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
E01002600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
E01002601,0,0,2,0,0,0,0,4,15,8,0,0,0,0,0,1
E01002602,0,0,0,0,0,2,1,0,0,2,0,0,0,2,0,0
E01002603,0,0,1,0,0,0,0,0,4,0,0,0,6,0,0,0
E01002604,0,0,0,0,0,0,0,2,9,0,0,2,0,0,0,14
E01002605,0,0,0,0,0,3,1,1,8,3,0,0,15,1,0,0
E01002606,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
E01002607,0,1,1,0,0,1,0,0,7,8,0,0,0,1,0,6
E01002608,0,1,1,0,0,0,0,3,16,11,0,0,0,1,0,0
E01002609,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0
E01002610,0,2,2,0,0,1,0,4,20,6,0,1,3,0,0,3
E01002611,1,1,6,0,0,0,0,3,20,7,0,1,0,0,0,2
E01002612,1,0,4,1,0,8,1,4,14,29,1,2,16,3,0,0
E01002613,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
E01002614,1,5,1,1,0,8,0,1,19,19,0,1,6,4,0,2
E01002615,1,4,1,0,0,0,0,8,18,20,0,2,2,1,0,2
E01002616,1,0,0,0,0,2,0,0,6,3,0,1,5,0,0,1
E01002617,0,0,0,0,0,0,0,0,2,2,0,2,4,0,0,0
E01002618,0,0,1,0,0,0,0,1,2,2,0,0,0,1,0,0
E01002619,0,0,2,0,0,1,0,1,3,3,0,1,0,0,0,0
E01002620,0,1,1,0,0,1,0,2,23,11,0,0,31,0,0,0
E01002621,0,0,1,0,0,0,0,0,1,8,0,0,7,0,0,1
E01002622,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
E01002623,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
E01002624,0,0,1,0,1,0,0,3,3,14,0,1,3,1,1,0
E01002625,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E01002626,1,0,1,0,0,1,2,0,7,8,0,1,3,2,0,2
E01002627,0,0,0,0,0,0,0,2,3,13,0,0,10,0,0,0
E01002628,0,0,2,0,0,1,1,1,28,8,0,3,1,2,0,1
E01002629,0,1,1,0,0,5,0,4,21,5,0,1,11,0,0,32
E01002630,1,2,2,0,0,7,0,1,15,11,0,0,4,1,0,12
E01002631,0,0,5,0,0,0,0,1,1,3,0,0,0,2,0,0
E01002632,0,1,0,0,1,3,1,0,3,10,1,0,4,1,0,1
E01002633,2,0,2,0,0,0,0,3,27,12,0,0,3,0,0,0
E01002634,0,1,0,0,0,2,0,1,4,4,0,0,0,1,0,0
E01002635,0,0,0,0,0,0,2,0,4,7,0,0,1,2,0,0
E01002636,0,0,1,0,0,0,0,0,2,1,0,0,0,1,0,0
E01002637,0,0,0,0,0,1,0,2,7,9,0,0,0,4,0,2
E01002638,0,0,0,0,1,3,0,1,6,11,0,0,1,1,0,2
E01002639,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1
E01002640,1,1,2,0,0,0,1,1,9,9,0,0,1,0,0,0
E01002641,1,0,0,1,1,1,2,0,5,14,1,1,5,0,0,10
E01002642,1,0,1,1,1,22,1,1,28,12,0,2,32,13,1,20
E01002643,1,0,1,0,0,0,0,2,13,6,0,0,7,0,0,1
E01002645,1,0,0,0,1,1,0,3,9,1,0,1,0,2,0,0
E01002646,0,0,1,0,0,0,1,2,6,4,0,1,0,2,0,0
E01002647,0,1,0,0,0,0,0,2,0,1,0,0,38,0,0,0
E01002648,3,0,1,0,0,10,2,0,10,6,0,3,1,4,0,3
E01002649,0,1,0,0,0,0,0,0,1,3,0,3,0,1,0,0
E01002650,0,1,1,0,0,5,0,5,19,12,0,0,2,3,0,10
E01002651,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0
E01002652,0,0,1,0,0,0,0,0,2,3,0,1,2,2,0,0
E01002653,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
E01002655,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0
E01002656,0,0,0,0,0,0,0,3,4,1,0,0,0,2,0,0
E01002657,0,0,0,0,0,2,2,0,9,2,0,0,0,7,0,0
E01002658,0,0,0,0,1,3,0,1,6,4,0,0,0,2,0,0
E01002659,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
E01002660,1,0,4,0,0,0,0,2,5,4,0,0,3,0,0,5
E01002661,0,0,0,0,0,8,1,0,20,8,0,0,0,5,0,1
E01002662,0,0,0,0,0,5,1,0,4,8,0,0,2,4,0,0
E01002663,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,2
E01002664,0,1,1,0,0,7,2,0,23,20,0,2,2,6,0,0
E01002665,1,1,0,0,0,1,0,0,0,6,0,1,0,1,0,0
E01002666,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0
E01002667,4,2,1,0,0,2,0,6,10,35,0,1,22,1,0,2
E01002668,1,7,3,0,0,1,1,5,20,8,0,4,5,0,0,1
E01002669,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
E01002670,0,0,0,0,0,1,0,0,6,6,0,0,18,3,0,3
E01002671,1,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0
E01002672,0,1,1,0,1,0,0,2,13,7,0,0,3,5,0,1
E01002673,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
E01002674,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0
E01002675,0,0,1,0,0,0,0,3,10,3,0,0,10,0,0,1
E01002676,0,0,0,0,0,0,0,2,11,5,0,0,0,1,0,17
E01002677,0,3,1,0,2,15,4,1,30,15,0,1,9,9,0,0
E01002678,1,0,2,4,2,5,0,13,113,48,0,0,3,7,1,30
E01002679,0,0,0,0,0,3,1,1,9,16,0,1,0,0,0,5
E01002680,0,2,2,0,0,2,0,1,14,21,0,1,1,1,0,2
E01002681,0,0,2,0,0,7,2,0,7,7,0,0,6,1,0,5
E01002682,1,0,3,0,1,7,1,3,11,8,0,1,7,5,0,1
E01002683,3,0,0,0,0,4,3,6,10,5,0,0,2,4,0,1
E01002684,6,1,0,0,0,14,2,2,25,29,0,0,28,4,0,21
E01002686,0,1,0,0,0,2,0,5,17,5,0,0,16,0,0,5
E01002687,1,0,0,0,0,0,1,0,10,7,0,4,7,1,0,0
E01002689,1,0,2,0,0,0,0,0,1,1,0,0,4,0,0,0
E01002690,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0
E01002691,2,0,1,0,2,8,2,1,25,21,0,2,0,3,0,1
E01002692,3,0,0,0,0,6,2,0,25,35,0,0,7,2,0,5
E01002693,3,5,1,0,0,28,4,3,72,68,0,1,20,19,0,31
E01002694,0,1,0,0,0,5,1,3,13,3,0,0,27,3,0,5
E01002695,5,0,2,0,1,30,2,1,43,84,1,0,18,10,1,12
E01002696,5,2,1,1,5,15,5,0,36,31,0,2,6,10,0,5
E01002697,4,0,1,0,0,1,0,5,8,19,0,1,24,3,0,3
E01002698,1,0,0,0,0,1,0,4,11,5,0,0,15,1,0,10
E01002699,3,0,1,0,0,2,0,2,16,4,0,0,6,1,0,0
E01002700,2,1,1,0,0,1,0,6,3,5,0,0,1,0,0,5
E01002701,3,1,1,0,0,9,1,2,11,26,0,0,5,3,0,8
E01002702,3,2,0,0,0,9,0,2,12,15,0,1,19,3,0,8
E01002703,1,3,1,1,0,8,0,4,13,12,0,0,20,3,0,21
E01002704,19,1,5,0,8,31,3,6,43,105,0,2,26,12,2,60
E01002706,2,0,1,0,0,24,0,6,42,29,0,1,23,2,0,21
E01002707,2,0,2,2,0,10,0,4,14,17,0,0,22,2,0,8
E01002708,2,0,1,0,0,3,0,10,24,22,0,1,15,0,0,0
E01002709,0,2,0,0,0,0,0,2,5,1,0,0,25,0,0,0
E01002710,1,2,3,0,1,7,1,6,24,13,0,1,54,3,0,16
E01002711,15,4,1,2,1,50,2,2,60,28,0,1,25,8,0,4
E01002712,3,0,0,0,0,11,1,5,18,15,0,0,15,5,0,2
E01002713,3,0,0,0,0,2,0,4,8,11,0,1,9,1,0,4
E01002714,2,2,0,0,1,17,2,3,38,16,0,3,13,3,0,24
E01002715,1,2,0,0,1,5,1,8,5,11,0,0,19,2,0,0
E01002716,1,2,1,0,0,3,1,5,17,18,0,1,97,3,1,8
E01002717,0,1,0,0,0,0,1,2,2,9,0,0,120,1,0,5
E01002718,2,0,0,0,0,2,2,0,4,12,0,0,101,1,0,0
E01002719,5,0,1,0,0,1,0,0,11,14,0,0,61,1,0,24
E01002720,1,1,0,0,2,6,0,2,9,11,0,1,21,3,0,5
E01002721,2,1,0,0,0,0,0,2,10,9,0,0,26,1,0,19
E01002722,0,1,0,0,0,0,0,1,1,14,0,0,12,0,0,5
E01002723,2,1,3,0,1,5,0,2,9,33,0,0,12,3,0,8
E01002724,29,3,1,2,0,62,2,6,51,64,0,3,18,6,1,35
E01002725,0,4,0,0,0,3,0,1,3,18,0,0,6,0,0,3
E01002726,6,2,0,0,1,35,2,3,28,49,0,2,38,11,0,23
E01002727,3,0,0,1,0,5,0,0,21,28,0,1,32,5,0,15
E01002728,0,0,3,0,0,4,1,1,3,10,0,2,13,0,0,6
E01002729,2,2,3,0,0,2,1,4,28,17,0,1,37,4,0,4
E01002730,3,1,1,0,3,26,0,4,51,15,0,2,2,11,0,3
E01002731,3,4,3,0,10,28,6,1,84,33,1,1,34,16,1,11
E01002732,0,0,0,0,0,5,1,2,8,6,0,0,1,2,0,0
E01002733,1,0,0,1,0,1,3,1,3,11,0,0,17,1,0,2
E01002734,2,0,0,1,4,23,1,0,46,13,0,0,25,42,2,4
E01002735,4,0,0,2,1,25,1,2,43,20,1,0,15,25,1,2
E01002736,0,4,1,0,0,0,0,3,5,4,0,0,7,1,0,1
E01002737,0,0,0,0,1,4,0,3,13,4,0,1,6,0,0,1
E01002738,0,1,6,0,0,1,0,2,25,17,0,1,37,0,0,45
E01002739,1,5,1,0,1,5,1,0,11,13,0,2,24,5,0,8
E01002740,4,1,4,0,0,18,0,3,21,26,0,1,34,4,0,67
E01002741,0,1,0,0,0,1,0,0,2,9,0,0,12,1,0,0
E01002742,1,0,1,0,1,11,2,0,21,15,0,0,5,3,0,2
E01002743,1,1,0,0,0,0,0,1,2,10,0,1,2,0,0,1
E01002744,1,1,0,0,1,4,1,2,10,11,0,1,12,2,0,0
E01002745,1,0,1,0,0,4,0,0,7,8,0,0,26,3,0,1
E01002747,2,3,2,1,0,18,1,1,27,11,0,0,28,4,0,1
E01002748,2,0,0,0,0,10,0,2,11,5,0,1,13,1,0,18
E01002749,2,2,2,0,0,2,0,3,10,24,0,0,37,0,0,2
E01002751,2,0,0,0,0,5,2,2,10,9,0,0,15,2,0,6
E01002752,0,2,0,0,0,2,0,0,5,10,0,0,85,1,0,5
E01002753,0,1,1,0,0,0,0,2,4,5,0,0,79,0,0,10
E01002754,0,0,1,0,0,0,0,2,3,10,0,1,7,0,0,9
E01002755,0,3,1,0,0,0,0,3,5,10,0,0,49,0,0,17
E01002756,0,5,0,0,0,0,0,2,3,10,0,1,28,1,0,7
E01002757,0,2,0,0,0,1,0,3,9,10,0,0,26,3,0,6
E01002758,0,5,0,0,2,8,1,5,32,15,0,0,29,4,0,46
E01002759,0,1,0,0,0,1,0,3,9,5,0,1,17,0,0,7
E01002760,0,0,0,0,0,1,1,4,10,4,0,1,54,1,0,5
E01002762,0,0,1,0,0,2,1,2,7,9,0,1,60,1,0,18
E01002763,2,0,1,0,0,6,2,3,12,9,0,1,13,3,0,3
E01002764,1,0,1,0,0,1,0,1,7,1,0,0,3,1,0,2
E01002765,2,0,0,1,2,6,1,1,10,17,0,0,55,4,0,5
E01002766,0,2,1,0,0,3,2,6,19,10,0,0,7,2,0,0
E01002767,0,1,0,0,0,0,0,2,6,11,0,0,52,2,0,4
E01002768,2,0,0,1,0,1,1,0,3,12,0,0,3,1,0,1
E01002769,1,1,1,0,0,1,0,4,11,20,0,0,4,1,0,1
E01002770,7,2,3,0,3,28,3,2,49,25,0,3,12,18,0,13
E01002771,1,0,0,0,1,6,0,2,23,23,0,0,19,2,0,3
E01002772,1,2,1,2,1,15,1,3,30,13,0,2,67,5,0,3
E01002773,1,0,1,0,0,0,0,3,4,3,0,0,13,0,0,4
E01002774,1,5,1,0,0,4,2,4,17,10,0,1,24,3,0,9
E01002775,3,1,0,0,0,3,0,0,12,15,0,1,71,2,0,17
E01002776,1,3,0,0,0,9,0,3,14,18,0,1,79,2,0,11
E01002777,1,0,2,0,0,0,0,1,11,14,0,2,23,0,0,1
E01002778,1,1,0,0,0,0,0,7,4,8,0,1,44,0,0,5
E01002779,3,1,1,0,3,12,5,0,37,19,0,0,19,10,0,18
E01002780,1,1,0,0,0,3,0,0,6,5,0,0,39,0,0,0
E01002781,0,0,0,0,0,0,0,1,5,13,0,0,10,0,0,4
E01002782,1,1,1,0,0,2,1,6,8,14,0,0,20,1,0,21
E01002783,0,2,0,0,0,4,0,0,5,9,0,2,110,1,0,1
E01002784,0,0,3,0,0,0,0,4,9,18,0,0,29,0,0,4
E01002785,1,0,0,0,0,1,0,0,4,12,0,0,23,1,0,0
E01002786,0,1,0,2,0,4,0,2,17,12,0,1,17,4,0,15
E01002787,0,1,1,0,0,0,0,4,4,16,0,0,9,1,0,7
E01002788,0,0,0,0,0,2,0,2,9,19,0,2,3,1,0,10
E01002789,0,0,0,0,0,0,0,0,4,15,0,0,7,0,0,3
E01002790,4,1,0,0,0,6,1,4,9,6,0,0,14,4,0,11
E01002791,5,1,2,0,1,11,2,7,25,21,0,1,28,11,0,14
E01002792,4,3,0,1,0,12,1,2,30,14,0,0,10,10,0,3
E01002793,0,2,1,0,0,5,1,5,33,13,0,2,37,1,1,16
E01002794,14,2,0,6,6,74,3,5,88,37,0,1,18,19,0,38
E01002795,5,2,2,0,1,38,6,4,56,30,0,2,17,7,2,71
E01002796,1,0,1,0,0,1,0,2,5,10,0,0,3,1,0,7
E01002797,1,3,2,0,2,6,3,5,29,11,0,0,19,8,0,15
E01002798,3,1,0,0,0,1,1,3,16,14,0,0,32,1,0,4
E01002799,3,1,0,0,0,5,1,1,19,8,0,0,29,3,0,5
E01002800,0,1,2,0,1,1,1,6,10,18,0,1,20,1,0,27
E01002801,5,0,1,1,3,8,1,0,31,14,0,1,6,6,0,12
E01002802,7,0,1,0,0,2,1,4,6,19,0,1,4,0,0,12
E01002803,2,3,1,2,3,26,0,3,57,26,0,0,35,9,0,21
E01002804,1,2,1,0,1,5,2,3,22,9,0,1,21,2,0,5
E01002805,7,3,1,0,3,22,4,1,54,27,0,4,38,6,1,7
E01002806,0,0,1,0,0,0,0,1,17,11,0,0,33,0,0,1
E01002807,0,2,0,0,0,3,0,5,10,5,0,1,65,1,1,0
E01002808,1,0,1,0,1,7,1,3,13,11,0,2,18,2,0,4
E01002809,0,2,0,0,0,8,0,5,12,13,0,1,12,1,0,4
E01002810,2,0,0,0,0,4,1,1,16,10,0,1,58,2,0,3
E01002811,0,1,0,0,0,0,0,1,17,9,0,1,131,0,0,7
E01002812,0,0,0,0,0,1,2,0,12,20,0,0,23,0,0,4
E01002813,2,0,1,0,0,6,3,0,26,23,0,2,34,3,0,0
E01002814,1,2,1,0,0,7,1,0,16,22,0,0,55,1,0,3
E01002815,0,1,0,0,0,0,0,0,1,8,0,0,31,0,0,0
E01002816,0,2,0,1,2,6,5,0,16,14,0,3,52,5,0,5
E01002817,3,0,0,0,1,10,3,1,37,12,2,2,26,2,0,4
E01002818,1,0,1,1,3,20,3,0,79,41,0,3,148,47,0,8
E01002819,1,1,0,0,2,29,8,0,68,28,0,4,73,14,0,33
E01002820,0,5,4,3,0,26,1,1,40,34,0,1,51,5,0,18
E01002821,4,4,0,0,2,52,5,0,77,31,0,0,38,28,3,38
E01002822,1,0,0,0,0,12,1,0,27,10,0,1,67,5,0,4
E01002823,0,0,1,0,0,0,1,1,17,23,0,1,24,5,0,2
E01002824,0,0,0,0,1,2,0,0,15,11,0,0,9,1,0,17
E01002825,2,1,1,0,3,2,0,1,27,32,0,0,25,4,0,14
E01002826,4,3,2,0,2,27,2,1,86,21,0,2,36,15,0,61
E01002827,7,1,1,1,3,22,2,2,73,32,0,3,47,8,0,14
E01002828,3,0,1,1,0,11,1,0,22,7,0,1,36,0,0,3
E01002829,3,1,0,0,0,8,0,2,24,19,0,0,44,4,0,0
E01002830,1,0,1,0,1,10,1,2,12,17,0,1,62,5,0,5
E01002831,4,3,2,0,0,22,5,0,64,23,0,2,43,18,0,0
E01002832,3,1,1,0,0,4,0,2,40,21,0,0,79,30,0,4
E01002833,3,0,0,1,1,22,1,0,54,10,0,1,20,12,0,2
E01002834,0,0,2,0,0,0,0,0,3,11,0,2,35,0,0,0
E01002835,4,0,4,1,6,24,6,0,27,29,0,0,32,6,0,15
E01002836,2,1,2,0,0,4,1,0,10,9,0,0,36,1,0,2
E01002837,0,1,1,0,0,1,0,0,6,6,0,0,39,0,0,1
E01002838,2,0,1,0,0,1,0,0,12,15,0,1,14,1,0,2
E01002839,0,0,0,0,0,1,2,0,5,13,0,0,22,0,0,0
E01002840,0,3,1,1,0,4,3,3,38,50,0,1,33,2,0,10
E01002841,2,0,1,0,0,3,0,2,17,23,0,0,88,1,0,13
E01002842,0,2,1,0,0,0,0,3,1,1,0,0,9,0,0,0
E01002843,2,2,0,0,0,0,4,2,28,24,0,1,17,3,0,11
E01002844,1,1,0,1,0,11,1,2,25,14,0,2,42,3,0,10
E01002845,2,1,1,0,0,1,1,1,30,29,0,1,21,3,0,4
E01002846,0,0,1,0,0,1,0,0,12,11,0,0,27,1,0,1
E01002847,0,0,1,0,0,0,1,0,7,3,0,0,28,0,0,1
E01002848,0,1,0,0,0,0,0,0,6,5,0,1,38,0,0,1
E01002849,3,0,0,0,0,7,2,0,24,18,0,0,29,2,0,4
E01002850,4,0,0,0,5,27,3,0,48,11,0,0,38,7,0,2
E01002851,1,0,1,0,1,10,2,0,10,11,0,0,27,3,0,2
E01002852,2,3,3,1,0,6,0,4,18,19,0,2,38,4,0,7
E01002853,1,1,2,0,0,0,0,2,10,8,0,0,13,2,0,1
E01002854,0,1,0,0,0,4,1,4,23,23,0,0,15,3,0,4
E01002855,0,4,2,2,0,18,4,2,53,24,0,0,73,13,0,5
E01002856,1,0,0,0,1,9,0,1,22,14,0,1,95,7,0,1
E01002857,0,4,1,0,0,1,2,2,7,10,0,1,17,1,0,0
E01002858,2,0,1,0,1,3,2,1,16,24,0,0,14,2,0,6
E01002859,1,0,4,1,0,12,7,0,58,35,0,1,97,33,0,8
E01002860,4,0,2,0,0,9,2,0,30,22,0,2,34,18,0,4
E01002861,1,1,2,0,4,6,1,0,39,24,0,0,21,13,0,8
E01002862,0,0,0,0,0,4,0,0,23,7,0,0,20,5,0,4
E01002863,0,0,2,0,0,4,2,1,12,10,0,0,108,3,0,8
E01002864,0,0,0,3,0,6,0,4,32,18,1,1,35,1,0,64
E01002865,0,3,0,0,4,15,2,0,31,17,0,0,22,3,0,9
E01002866,1,1,0,0,0,4,3,0,9,14,0,0,41,2,0,1
E01002867,1,1,0,0,2,1,2,1,12,20,0,0,36,4,0,2
E01002868,0,1,0,1,0,0,0,0,12,8,0,0,78,0,0,20
E01002869,0,0,3,0,0,0,0,1,11,17,0,1,20,0,0,0
E01002870,1,1,2,0,0,3,0,3,22,25,0,0,39,2,0,1
